Horse_ID,Horse_Name,Country,Age,URL,URL_Country,URL_bn,Foal_Date,success_flag
7089,TURF GOLD,AUS,,https://www.racenet.com.au/profiles/horse/turf-gold,https://www.racenet.com.au/profiles/horse/turf-gold-aus,https://www.breednet.com.au/horse/turf-gold,,0
7090,DIAMITZ,AUS,,https://www.racenet.com.au/profiles/horse/diamitz,https://www.racenet.com.au/profiles/horse/diamitz-aus,https://www.breednet.com.au/horse/diamitz,,0
7091,DIVINE GLORY,AUS,,https://www.racenet.com.au/profiles/horse/divine-glory,https://www.racenet.com.au/profiles/horse/divine-glory-aus,https://www.breednet.com.au/horse/divine-glory,,0
7092,LANCETTIER,ARG,,https://www.racenet.com.au/profiles/horse/lancettier,https://www.racenet.com.au/profiles/horse/lancettier-arg,https://www.breednet.com.au/horse/lancettier,Invalid Date,0
7093,LUCKY GOOD DAY,ARG,,https://www.racenet.com.au/profiles/horse/lucky-good-day,https://www.racenet.com.au/profiles/horse/lucky-good-day-arg,https://www.breednet.com.au/horse/lucky-good-day,,0
7094,SOCRATES,NZ,,https://www.racenet.com.au/profiles/horse/socrates,https://www.racenet.com.au/profiles/horse/socrates-nz,https://www.breednet.com.au/horse/socrates,19/08/2017,1
7095,SEA TREASURE,NZ,,https://www.racenet.com.au/profiles/horse/sea-treasure,https://www.racenet.com.au/profiles/horse/sea-treasure-nz,https://www.breednet.com.au/horse/sea-treasure,Invalid Date,0
7096,STRAIGHT SHOOTER,NZ,,https://www.racenet.com.au/profiles/horse/straight-shooter,https://www.racenet.com.au/profiles/horse/straight-shooter-nz,https://www.breednet.com.au/horse/straight-shooter,Invalid Date,0
7097,CARE FREE PRINCE,AUS,,https://www.racenet.com.au/profiles/horse/care-free-prince,https://www.racenet.com.au/profiles/horse/care-free-prince-aus,https://www.breednet.com.au/horse/care-free-prince,21/08/2012,1
7098,JOYWIN COMBINATION,NZ,,https://www.racenet.com.au/profiles/horse/joywin-combination,https://www.racenet.com.au/profiles/horse/joywin-combination-nz,https://www.breednet.com.au/horse/joywin-combination,,0
7099,LUCKY YEARS,AUS,,https://www.racenet.com.au/profiles/horse/lucky-years,https://www.racenet.com.au/profiles/horse/lucky-years-aus,https://www.breednet.com.au/horse/lucky-years,Invalid Date,0
7100,CLASSIC NAVIGATOR,IRE,,https://www.racenet.com.au/profiles/horse/classic-navigator,https://www.racenet.com.au/profiles/horse/classic-navigator-ire,https://www.breednet.com.au/horse/classic-navigator,Invalid Date,0
7101,GROOM RAIDER,GB,,https://www.racenet.com.au/profiles/horse/groom-raider,https://www.racenet.com.au/profiles/horse/groom-raider-gb,https://www.breednet.com.au/horse/groom-raider,,0
7102,CHINSOLA,IRE,,https://www.racenet.com.au/profiles/horse/chinsola,https://www.racenet.com.au/profiles/horse/chinsola-ire,https://www.breednet.com.au/horse/chinsola,10/2/2001,1
7103,COTTON BALL,AUS,,https://www.racenet.com.au/profiles/horse/cotton-ball,https://www.racenet.com.au/profiles/horse/cotton-ball-aus,https://www.breednet.com.au/horse/cotton-ball,,0
7104,VAN GOGH,AUS,,https://www.racenet.com.au/profiles/horse/van-gogh,https://www.racenet.com.au/profiles/horse/van-gogh-aus,https://www.breednet.com.au/horse/van-gogh,23/08/2017,1
7105,GRAND MASTER,AUS,,https://www.racenet.com.au/profiles/horse/grand-master,https://www.racenet.com.au/profiles/horse/grand-master-aus,https://www.breednet.com.au/horse/grand-master,,0
7106,GOLDEN DRAGON,AUS,,https://www.racenet.com.au/profiles/horse/golden-dragon,https://www.racenet.com.au/profiles/horse/golden-dragon-aus,https://www.breednet.com.au/horse/golden-dragon,Invalid Date,0
7107,CLEAN SWEEP,AUS,,https://www.racenet.com.au/profiles/horse/clean-sweep,https://www.racenet.com.au/profiles/horse/clean-sweep-aus,https://www.breednet.com.au/horse/clean-sweep,2/11/2001,1
