Horse_ID,Horse_Name,Country,URL,URL_Country,Foal_Date,success_flag
4322,BOARD MEETING,IRE,https://www.racenet.com.au/profiles/horse/board-meeting,https://www.racenet.com.au/profiles/horse/board-meeting-ire,Invalid Date,1
4323,CRYSTAL CAPELLA,GB,https://www.racenet.com.au/profiles/horse/crystal-capella,https://www.racenet.com.au/profiles/horse/crystal-capella-gb,Invalid Date,1
4324,REDWOOD,GB,https://www.racenet.com.au/profiles/horse/redwood,https://www.racenet.com.au/profiles/horse/redwood-gb,Invalid Date,1
4325,INDIAN DAYS,GB,https://www.racenet.com.au/profiles/horse/indian-days,https://www.racenet.com.au/profiles/horse/indian-days-gb,Invalid Date,1
4326,WINCHESTER,USA,https://www.racenet.com.au/profiles/horse/winchester,https://www.racenet.com.au/profiles/horse/winchester-usa,22/03/2005,1
4327,MASTERY,GB,https://www.racenet.com.au/profiles/horse/mastery,https://www.racenet.com.au/profiles/horse/mastery-gb,Invalid Date,1
4328,JAKKALBERRY,IRE,https://www.racenet.com.au/profiles/horse/jakkalberry,https://www.racenet.com.au/profiles/horse/jakkalberry-ire,5/3/2006,1
4329,SNOW FAIRY,IRE,https://www.racenet.com.au/profiles/horse/snow-fairy,https://www.racenet.com.au/profiles/horse/snow-fairy-ire,12/2/2007,1
4330,REGGANE,GB,https://www.racenet.com.au/profiles/horse/reggane,https://www.racenet.com.au/profiles/horse/reggane-gb,Invalid Date,1
4331,STACELITA,FR,https://www.racenet.com.au/profiles/horse/stacelita,https://www.racenet.com.au/profiles/horse/stacelita-fr,Invalid Date,1
4332,PLANTEUR,IRE,https://www.racenet.com.au/profiles/horse/planteur,https://www.racenet.com.au/profiles/horse/planteur-ire,Invalid Date,1
4333,SRI PUTRA,GB,https://www.racenet.com.au/profiles/horse/sri-putra,https://www.racenet.com.au/profiles/horse/sri-putra-gb,Invalid Date,1
4334,GLASS HARMONIUM,IRE,https://www.racenet.com.au/profiles/horse/glass-harmonium,https://www.racenet.com.au/profiles/horse/glass-harmonium-ire,6/2/2006,1
4335,SAHPRESA,USA,https://www.racenet.com.au/profiles/horse/sahpresa,https://www.racenet.com.au/profiles/horse/sahpresa-usa,Invalid Date,1
4336,RAJSAMAN,FR,https://www.racenet.com.au/profiles/horse/rajsaman,https://www.racenet.com.au/profiles/horse/rajsaman-fr,Invalid Date,1
4337,ROYAL BENCH,IRE,https://www.racenet.com.au/profiles/horse/royal-bench,https://www.racenet.com.au/profiles/horse/royal-bench-ire,,0
4338,BEETHOVEN,IRE,https://www.racenet.com.au/profiles/horse/beethoven,https://www.racenet.com.au/profiles/horse/beethoven-ire,Invalid Date,1
4339,A SHIN FORWARD,USA,https://www.racenet.com.au/profiles/horse/a-shin-forward,https://www.racenet.com.au/profiles/horse/a-shin-forward-usa,Invalid Date,1
4340,DREAM EATER,IRE,https://www.racenet.com.au/profiles/horse/dream-eater,https://www.racenet.com.au/profiles/horse/dream-eater-ire,Invalid Date,1
4341,PACO BOY,IRE,https://www.racenet.com.au/profiles/horse/paco-boy,https://www.racenet.com.au/profiles/horse/paco-boy-ire,Invalid Date,1
4342,ORTENSIA,AUS,https://www.racenet.com.au/profiles/horse/ortensia,https://www.racenet.com.au/profiles/horse/ortensia-aus,16/09/2005,1
4343,KINGSGATE NATIVE,IRE,https://www.racenet.com.au/profiles/horse/kingsgate-native,https://www.racenet.com.au/profiles/horse/kingsgate-native-ire,20/02/2005,1
4344,HAPPY GLADIATOR,AUS,https://www.racenet.com.au/profiles/horse/happy-gladiator,https://www.racenet.com.au/profiles/horse/happy-gladiator-aus,Invalid Date,1
4345,J J THE JET PLANE,SAF,https://www.racenet.com.au/profiles/horse/j-j-the-jet-plane,https://www.racenet.com.au/profiles/horse/j-j-the-jet-plane-saf,Invalid Date,1
4346,AMERICAIN,USA,https://www.racenet.com.au/profiles/horse/americain,https://www.racenet.com.au/profiles/horse/americain-usa,22/04/2005,1
4347,ROCKET MAN,AUS,https://www.racenet.com.au/profiles/horse/rocket-man,https://www.racenet.com.au/profiles/horse/rocket-man-aus,Invalid Date,1
4348,F S WINNER,AUS,https://www.racenet.com.au/profiles/horse/f-s-winner,https://www.racenet.com.au/profiles/horse/f-s-winner-aus,Invalid Date,1
4349,DARS AUTO,AUS,https://www.racenet.com.au/profiles/horse/dars-auto,https://www.racenet.com.au/profiles/horse/dars-auto-aus,Invalid Date,1
4350,THE PEAK,AUS,https://www.racenet.com.au/profiles/horse/the-peak,https://www.racenet.com.au/profiles/horse/the-peak-aus,31/10/2008,1
4351,NEW ASIA RISING,AUS,https://www.racenet.com.au/profiles/horse/new-asia-rising,https://www.racenet.com.au/profiles/horse/new-asia-rising-aus,Invalid Date,1
4352,SILENT DEMAND,AUS,https://www.racenet.com.au/profiles/horse/silent-demand,https://www.racenet.com.au/profiles/horse/silent-demand-aus,Invalid Date,1
4353,REAL CHAMPION,AUS,https://www.racenet.com.au/profiles/horse/real-champion,https://www.racenet.com.au/profiles/horse/real-champion-aus,Invalid Date,1
4354,FULL VALUE,AUS,https://www.racenet.com.au/profiles/horse/full-value,https://www.racenet.com.au/profiles/horse/full-value-aus,Invalid Date,1
4355,JADE CHRISTY,AUS,https://www.racenet.com.au/profiles/horse/jade-christy,https://www.racenet.com.au/profiles/horse/jade-christy-aus,Invalid Date,1
4356,PHANTOM PHILIP,AUS,https://www.racenet.com.au/profiles/horse/phantom-philip,https://www.racenet.com.au/profiles/horse/phantom-philip-aus,Invalid Date,1
4357,COSMO ONE,AUS,https://www.racenet.com.au/profiles/horse/cosmo-one,https://www.racenet.com.au/profiles/horse/cosmo-one-aus,Invalid Date,1
4358,PRIMROSE BOY,AUS,https://www.racenet.com.au/profiles/horse/primrose-boy,https://www.racenet.com.au/profiles/horse/primrose-boy-aus,Invalid Date,1
4359,SYDNEY POWER,AUS,https://www.racenet.com.au/profiles/horse/sydney-power,https://www.racenet.com.au/profiles/horse/sydney-power-aus,Invalid Date,1
4360,PALEPALE,AUS,https://www.racenet.com.au/profiles/horse/palepale,https://www.racenet.com.au/profiles/horse/palepale-aus,Invalid Date,1
4361,FRIENDS OF YAN OI,AUS,https://www.racenet.com.au/profiles/horse/friends-of-yan-oi,https://www.racenet.com.au/profiles/horse/friends-of-yan-oi-aus,9/8/2007,1
4362,DANEWIN WINNING,AUS,https://www.racenet.com.au/profiles/horse/danewin-winning,https://www.racenet.com.au/profiles/horse/danewin-winning-aus,27/09/2007,1
4363,WIN ESPRIT,AUS,https://www.racenet.com.au/profiles/horse/win-esprit,https://www.racenet.com.au/profiles/horse/win-esprit-aus,4/9/2007,1
4364,SIR EAGLES,IRE,https://www.racenet.com.au/profiles/horse/sir-eagles,https://www.racenet.com.au/profiles/horse/sir-eagles-ire,Invalid Date,1
4365,TOWERING STORM,GB,https://www.racenet.com.au/profiles/horse/towering-storm,https://www.racenet.com.au/profiles/horse/towering-storm-gb,9/4/2008,1
4366,CHINA POWER,GB,https://www.racenet.com.au/profiles/horse/china-power,https://www.racenet.com.au/profiles/horse/china-power-gb,21/03/2007,1
4367,POLYMER WIN,GB,https://www.racenet.com.au/profiles/horse/polymer-win,https://www.racenet.com.au/profiles/horse/polymer-win-gb,Invalid Date,1
4368,HEART OF GRACE,NZ,https://www.racenet.com.au/profiles/horse/heart-of-grace,https://www.racenet.com.au/profiles/horse/heart-of-grace-nz,7/10/2008,1
4369,AUSPICIOUS START,NZ,https://www.racenet.com.au/profiles/horse/auspicious-start,https://www.racenet.com.au/profiles/horse/auspicious-start-nz,7/10/2008,1
4370,GAIN MORE,NZ,https://www.racenet.com.au/profiles/horse/gain-more,https://www.racenet.com.au/profiles/horse/gain-more-nz,Invalid Date,1
4371,TRUE COURAGE,NZ,https://www.racenet.com.au/profiles/horse/true-courage,https://www.racenet.com.au/profiles/horse/true-courage-nz,Invalid Date,1
4372,GRAND ELITE,NZ,https://www.racenet.com.au/profiles/horse/grand-elite,https://www.racenet.com.au/profiles/horse/grand-elite-nz,Invalid Date,1
4373,G-ONE WINNING,AUS,https://www.racenet.com.au/profiles/horse/g-one-winning,https://www.racenet.com.au/profiles/horse/g-one-winning-aus,Invalid Date,1
4374,ONE OF A KIND,NZ,https://www.racenet.com.au/profiles/horse/one-of-a-kind,https://www.racenet.com.au/profiles/horse/one-of-a-kind-nz,2/10/2008,1
4375,HEI HEI POSH,NZ,https://www.racenet.com.au/profiles/horse/hei-hei-posh,https://www.racenet.com.au/profiles/horse/hei-hei-posh-nz,Invalid Date,1
4376,BRILLIANT LIGHT,NZ,https://www.racenet.com.au/profiles/horse/brilliant-light,https://www.racenet.com.au/profiles/horse/brilliant-light-nz,Invalid Date,1
4377,SUPREME GENKI,NZ,https://www.racenet.com.au/profiles/horse/supreme-genki,https://www.racenet.com.au/profiles/horse/supreme-genki-nz,Invalid Date,1
4378,FIONN'S TREASURE,NZ,https://www.racenet.com.au/profiles/horse/fionn's-treasure,https://www.racenet.com.au/profiles/horse/fionn's-treasure-nz,,0
4379,WAYFOONG GOVERNOR,NZ,https://www.racenet.com.au/profiles/horse/wayfoong-governor,https://www.racenet.com.au/profiles/horse/wayfoong-governor-nz,Invalid Date,1
4380,HOW SPEEDY,NZ,https://www.racenet.com.au/profiles/horse/how-speedy,https://www.racenet.com.au/profiles/horse/how-speedy-nz,6/10/2008,1
4381,GOLD RACER,AUS,https://www.racenet.com.au/profiles/horse/gold-racer,https://www.racenet.com.au/profiles/horse/gold-racer-aus,Invalid Date,1
4382,LOVING STAR,NZ,https://www.racenet.com.au/profiles/horse/loving-star,https://www.racenet.com.au/profiles/horse/loving-star-nz,24/09/2007,1
4383,HAPPY HA HA,NZ,https://www.racenet.com.au/profiles/horse/happy-ha-ha,https://www.racenet.com.au/profiles/horse/happy-ha-ha-nz,Invalid Date,1
4384,AMAZING SUPERNOVA,NZ,https://www.racenet.com.au/profiles/horse/amazing-supernova,https://www.racenet.com.au/profiles/horse/amazing-supernova-nz,Invalid Date,1
4385,AMAZING BREEDERS,NZ,https://www.racenet.com.au/profiles/horse/amazing-breeders,https://www.racenet.com.au/profiles/horse/amazing-breeders-nz,Invalid Date,1
4386,HEART WOOD,NZ,https://www.racenet.com.au/profiles/horse/heart-wood,https://www.racenet.com.au/profiles/horse/heart-wood-nz,6/10/2006,1
4387,SMART GUY,NZ,https://www.racenet.com.au/profiles/horse/smart-guy,https://www.racenet.com.au/profiles/horse/smart-guy-nz,28/11/2008,1
4388,HORSE APLENTY,NZ,https://www.racenet.com.au/profiles/horse/horse-aplenty,https://www.racenet.com.au/profiles/horse/horse-aplenty-nz,26/10/2007,1
4389,ALL FRIENDS,NZ,https://www.racenet.com.au/profiles/horse/all-friends,https://www.racenet.com.au/profiles/horse/all-friends-nz,Invalid Date,1
4390,DELTA HEDGE,NZ,https://www.racenet.com.au/profiles/horse/delta-hedge,https://www.racenet.com.au/profiles/horse/delta-hedge-nz,Invalid Date,1
4391,CLEARLY SILVER,SAF,https://www.racenet.com.au/profiles/horse/clearly-silver,https://www.racenet.com.au/profiles/horse/clearly-silver-saf,Invalid Date,1
4392,REGAL ARMY,AUS,https://www.racenet.com.au/profiles/horse/regal-army,https://www.racenet.com.au/profiles/horse/regal-army-aus,Invalid Date,1
4393,WINDBREAKER,AUS,https://www.racenet.com.au/profiles/horse/windbreaker,https://www.racenet.com.au/profiles/horse/windbreaker-aus,Invalid Date,1
4394,BRIGHTEXPECTATIONS,AUS,https://www.racenet.com.au/profiles/horse/brightexpectations,https://www.racenet.com.au/profiles/horse/brightexpectations-aus,5/10/2007,1
4395,HANNIBAL BARCA,AUS,https://www.racenet.com.au/profiles/horse/hannibal-barca,https://www.racenet.com.au/profiles/horse/hannibal-barca-aus,Invalid Date,1
4396,CASA JUNIOR,AUS,https://www.racenet.com.au/profiles/horse/casa-junior,https://www.racenet.com.au/profiles/horse/casa-junior-aus,9/9/2007,1
4397,SUPER TIGER,AUS,https://www.racenet.com.au/profiles/horse/super-tiger,https://www.racenet.com.au/profiles/horse/super-tiger-aus,Invalid Date,1
4398,TIME RUNNER,AUS,https://www.racenet.com.au/profiles/horse/time-runner,https://www.racenet.com.au/profiles/horse/time-runner-aus,Invalid Date,1
4399,KIDCONI,AUS,https://www.racenet.com.au/profiles/horse/kidconi,https://www.racenet.com.au/profiles/horse/kidconi-aus,11/9/2007,1
4400,MAKE A FORTUNE,IRE,https://www.racenet.com.au/profiles/horse/make-a-fortune,https://www.racenet.com.au/profiles/horse/make-a-fortune-ire,Invalid Date,1
4401,YOU KNOW I WIN,GB,https://www.racenet.com.au/profiles/horse/you-know-i-win,https://www.racenet.com.au/profiles/horse/you-know-i-win-gb,Invalid Date,1
4402,FIERY PATROL,ARG,https://www.racenet.com.au/profiles/horse/fiery-patrol,https://www.racenet.com.au/profiles/horse/fiery-patrol-arg,Invalid Date,1
4403,VAJRA THRONE,ARG,https://www.racenet.com.au/profiles/horse/vajra-throne,https://www.racenet.com.au/profiles/horse/vajra-throne-arg,Invalid Date,1
4404,MALHECHOR GOLD,ARG,https://www.racenet.com.au/profiles/horse/malhechor-gold,https://www.racenet.com.au/profiles/horse/malhechor-gold-arg,Invalid Date,1
4405,GAMEKEEPERS,NZ,https://www.racenet.com.au/profiles/horse/gamekeepers,https://www.racenet.com.au/profiles/horse/gamekeepers-nz,Invalid Date,1
4406,RIGHT TIMING,NZ,https://www.racenet.com.au/profiles/horse/right-timing,https://www.racenet.com.au/profiles/horse/right-timing-nz,Invalid Date,1
4407,HAPPY DRUMMING,NZ,https://www.racenet.com.au/profiles/horse/happy-drumming,https://www.racenet.com.au/profiles/horse/happy-drumming-nz,Invalid Date,1
4408,GLORIOUS DAYS,AUS,https://www.racenet.com.au/profiles/horse/glorious-days,https://www.racenet.com.au/profiles/horse/glorious-days-aus,30/09/2007,1
4409,RUN THE DISTANCE,NZ,https://www.racenet.com.au/profiles/horse/run-the-distance,https://www.racenet.com.au/profiles/horse/run-the-distance-nz,Invalid Date,1
4410,BEAR EXPRESS,AUS,https://www.racenet.com.au/profiles/horse/bear-express,https://www.racenet.com.au/profiles/horse/bear-express-aus,,0
4411,THANKSGIVING,AUS,https://www.racenet.com.au/profiles/horse/thanksgiving,https://www.racenet.com.au/profiles/horse/thanksgiving-aus,1/10/2008,1
4412,LET ME DANCE,AUS,https://www.racenet.com.au/profiles/horse/let-me-dance,https://www.racenet.com.au/profiles/horse/let-me-dance-aus,Invalid Date,1
4413,BRILLIANT WORLD,AUS,https://www.racenet.com.au/profiles/horse/brilliant-world,https://www.racenet.com.au/profiles/horse/brilliant-world-aus,Invalid Date,1
4414,CHANCELLOR,AUS,https://www.racenet.com.au/profiles/horse/chancellor,https://www.racenet.com.au/profiles/horse/chancellor-aus,17/08/2008,1
4415,B CHOICE,NZ,https://www.racenet.com.au/profiles/horse/b-choice,https://www.racenet.com.au/profiles/horse/b-choice-nz,Invalid Date,1
4416,GENKI MOOCHI,NZ,https://www.racenet.com.au/profiles/horse/genki-moochi,https://www.racenet.com.au/profiles/horse/genki-moochi-nz,28/11/2007,1
4417,TUXEDO,AUS,https://www.racenet.com.au/profiles/horse/tuxedo,https://www.racenet.com.au/profiles/horse/tuxedo-aus,15/09/2007,1
4418,VOILE ROUGE,NZ,https://www.racenet.com.au/profiles/horse/voile-rouge,https://www.racenet.com.au/profiles/horse/voile-rouge-nz,26/10/2006,1
4419,PO CHING KING,AUS,https://www.racenet.com.au/profiles/horse/po-ching-king,https://www.racenet.com.au/profiles/horse/po-ching-king-aus,Invalid Date,1
4420,PERFECT CHEERS,AUS,https://www.racenet.com.au/profiles/horse/perfect-cheers,https://www.racenet.com.au/profiles/horse/perfect-cheers-aus,Invalid Date,1
4421,NOBLE ALPHA,IRE,https://www.racenet.com.au/profiles/horse/noble-alpha,https://www.racenet.com.au/profiles/horse/noble-alpha-ire,6/4/2007,1
4422,CREATIVE UNION,GB,https://www.racenet.com.au/profiles/horse/creative-union,https://www.racenet.com.au/profiles/horse/creative-union-gb,Invalid Date,1
4423,WONDERLAND,AUS,https://www.racenet.com.au/profiles/horse/wonderland,https://www.racenet.com.au/profiles/horse/wonderland-aus,Invalid Date,1
4424,GLOBAL FAME,NZ,https://www.racenet.com.au/profiles/horse/global-fame,https://www.racenet.com.au/profiles/horse/global-fame-nz,17/10/2008,1
4425,HUGE PROFIT,AUS,https://www.racenet.com.au/profiles/horse/huge-profit,https://www.racenet.com.au/profiles/horse/huge-profit-aus,Invalid Date,1
4426,FIGHTING HEART,NZ,https://www.racenet.com.au/profiles/horse/fighting-heart,https://www.racenet.com.au/profiles/horse/fighting-heart-nz,Invalid Date,1
4427,HEARTLAND,NZ,https://www.racenet.com.au/profiles/horse/heartland,https://www.racenet.com.au/profiles/horse/heartland-nz,4/10/2007,1
4428,FOLLOW THE WIND,AUS,https://www.racenet.com.au/profiles/horse/follow-the-wind,https://www.racenet.com.au/profiles/horse/follow-the-wind-aus,Invalid Date,1
4429,BULLISH POWER,GB,https://www.racenet.com.au/profiles/horse/bullish-power,https://www.racenet.com.au/profiles/horse/bullish-power-gb,Invalid Date,1
4430,CLASSIC JEWELLERY,NZ,https://www.racenet.com.au/profiles/horse/classic-jewellery,https://www.racenet.com.au/profiles/horse/classic-jewellery-nz,21/10/2008,1
4431,TELECOM SUPREMO,IRE,https://www.racenet.com.au/profiles/horse/telecom-supremo,https://www.racenet.com.au/profiles/horse/telecom-supremo-ire,Invalid Date,1
4432,BAMBOO DANCE,AUS,https://www.racenet.com.au/profiles/horse/bamboo-dance,https://www.racenet.com.au/profiles/horse/bamboo-dance-aus,15/09/2007,1
4433,SILVER DRAGON,NZ,https://www.racenet.com.au/profiles/horse/silver-dragon,https://www.racenet.com.au/profiles/horse/silver-dragon-nz,5/10/2007,1
4434,SMILING WATCH,IRE,https://www.racenet.com.au/profiles/horse/smiling-watch,https://www.racenet.com.au/profiles/horse/smiling-watch-ire,26/04/2007,1
4435,EVEN EMAIL,GB,https://www.racenet.com.au/profiles/horse/even-email,https://www.racenet.com.au/profiles/horse/even-email-gb,Invalid Date,1
4436,TARREGA,NZ,https://www.racenet.com.au/profiles/horse/tarrega,https://www.racenet.com.au/profiles/horse/tarrega-nz,Invalid Date,1
4437,SKY EAGLE,USA,https://www.racenet.com.au/profiles/horse/sky-eagle,https://www.racenet.com.au/profiles/horse/sky-eagle-usa,Invalid Date,1
4438,GRAND CHAMPION,AUS,https://www.racenet.com.au/profiles/horse/grand-champion,https://www.racenet.com.au/profiles/horse/grand-champion-aus,Invalid Date,1
4439,FIERY RAIDER,AUS,https://www.racenet.com.au/profiles/horse/fiery-raider,https://www.racenet.com.au/profiles/horse/fiery-raider-aus,Invalid Date,1
4440,CAI BAO IN,IRE,https://www.racenet.com.au/profiles/horse/cai-bao-in,https://www.racenet.com.au/profiles/horse/cai-bao-in-ire,Invalid Date,1
4441,TANG PALACE,IRE,https://www.racenet.com.au/profiles/horse/tang-palace,https://www.racenet.com.au/profiles/horse/tang-palace-ire,Invalid Date,1
4442,MIGHTY K,NZ,https://www.racenet.com.au/profiles/horse/mighty-k,https://www.racenet.com.au/profiles/horse/mighty-k-nz,Invalid Date,1
4443,GOOD HONG KONG,AUS,https://www.racenet.com.au/profiles/horse/good-hong-kong,https://www.racenet.com.au/profiles/horse/good-hong-kong-aus,Invalid Date,1
4444,CELESTIALBLESSINGS,NZ,https://www.racenet.com.au/profiles/horse/celestialblessings,https://www.racenet.com.au/profiles/horse/celestialblessings-nz,Invalid Date,1
4445,PATRIOCH,GB,https://www.racenet.com.au/profiles/horse/patrioch,https://www.racenet.com.au/profiles/horse/patrioch-gb,Invalid Date,1
4446,STORM UNICORN,IRE,https://www.racenet.com.au/profiles/horse/storm-unicorn,https://www.racenet.com.au/profiles/horse/storm-unicorn-ire,Invalid Date,1
4447,HELENE SPIRIT,IRE,https://www.racenet.com.au/profiles/horse/helene-spirit,https://www.racenet.com.au/profiles/horse/helene-spirit-ire,Invalid Date,1
4448,FLYING HIGH,NZ,https://www.racenet.com.au/profiles/horse/flying-high,https://www.racenet.com.au/profiles/horse/flying-high-nz,Invalid Date,1
4449,AEROSA,AUS,https://www.racenet.com.au/profiles/horse/aerosa,https://www.racenet.com.au/profiles/horse/aerosa-aus,Invalid Date,1
4450,HAPPY BALL,AUS,https://www.racenet.com.au/profiles/horse/happy-ball,https://www.racenet.com.au/profiles/horse/happy-ball-aus,Invalid Date,1
4451,WIN 'EM ALL,AUS,https://www.racenet.com.au/profiles/horse/win-'em-all,https://www.racenet.com.au/profiles/horse/win-'em-all-aus,,0
4452,YOUNG HAPPY,AUS,https://www.racenet.com.au/profiles/horse/young-happy,https://www.racenet.com.au/profiles/horse/young-happy-aus,29/10/2007,1
4453,CITY KING,AUS,https://www.racenet.com.au/profiles/horse/city-king,https://www.racenet.com.au/profiles/horse/city-king-aus,Invalid Date,1
4454,BEAUTY GLOW,AUS,https://www.racenet.com.au/profiles/horse/beauty-glow,https://www.racenet.com.au/profiles/horse/beauty-glow-aus,Invalid Date,1
4455,GREEN ZONE,AUS,https://www.racenet.com.au/profiles/horse/green-zone,https://www.racenet.com.au/profiles/horse/green-zone-aus,Invalid Date,1
4456,OSCAR WONDER,AUS,https://www.racenet.com.au/profiles/horse/oscar-wonder,https://www.racenet.com.au/profiles/horse/oscar-wonder-aus,Invalid Date,1
4457,WEALTH PARK,AUS,https://www.racenet.com.au/profiles/horse/wealth-park,https://www.racenet.com.au/profiles/horse/wealth-park-aus,22/10/2006,1
4458,SUPER BROTHER,AUS,https://www.racenet.com.au/profiles/horse/super-brother,https://www.racenet.com.au/profiles/horse/super-brother-aus,Invalid Date,1
4459,PURE FORCE,AUS,https://www.racenet.com.au/profiles/horse/pure-force,https://www.racenet.com.au/profiles/horse/pure-force-aus,11/10/2008,1
4460,CROESUS,NZ,https://www.racenet.com.au/profiles/horse/croesus,https://www.racenet.com.au/profiles/horse/croesus-nz,Invalid Date,1
4461,SUPREME JEWELLERY,AUS,https://www.racenet.com.au/profiles/horse/supreme-jewellery,https://www.racenet.com.au/profiles/horse/supreme-jewellery-aus,Invalid Date,1
4462,LUCKY TOGETHER,AUS,https://www.racenet.com.au/profiles/horse/lucky-together,https://www.racenet.com.au/profiles/horse/lucky-together-aus,Invalid Date,1
4463,JOLLY FINE,NZ,https://www.racenet.com.au/profiles/horse/jolly-fine,https://www.racenet.com.au/profiles/horse/jolly-fine-nz,Invalid Date,1
4464,LONGWAH SUPREME,AUS,https://www.racenet.com.au/profiles/horse/longwah-supreme,https://www.racenet.com.au/profiles/horse/longwah-supreme-aus,Invalid Date,1
4465,LUCKY WARRIOR,NZ,https://www.racenet.com.au/profiles/horse/lucky-warrior,https://www.racenet.com.au/profiles/horse/lucky-warrior-nz,Invalid Date,1
4466,REGENCY LUCK,NZ,https://www.racenet.com.au/profiles/horse/regency-luck,https://www.racenet.com.au/profiles/horse/regency-luck-nz,Invalid Date,1
4467,BEST CITY,NZ,https://www.racenet.com.au/profiles/horse/best-city,https://www.racenet.com.au/profiles/horse/best-city-nz,Invalid Date,1
4468,SWEET ORANGE,USA,https://www.racenet.com.au/profiles/horse/sweet-orange,https://www.racenet.com.au/profiles/horse/sweet-orange-usa,Invalid Date,1
4469,WINNING ARCH,IRE,https://www.racenet.com.au/profiles/horse/winning-arch,https://www.racenet.com.au/profiles/horse/winning-arch-ire,Invalid Date,1
4470,MY NAME IS BOND,FR,https://www.racenet.com.au/profiles/horse/my-name-is-bond,https://www.racenet.com.au/profiles/horse/my-name-is-bond-fr,6/3/2008,1
4471,MERACUS,IRE,https://www.racenet.com.au/profiles/horse/meracus,https://www.racenet.com.au/profiles/horse/meracus-ire,Invalid Date,1
4472,GIANTS SERAPIS,IRE,https://www.racenet.com.au/profiles/horse/giants-serapis,https://www.racenet.com.au/profiles/horse/giants-serapis-ire,Invalid Date,1
4473,ABSOLUTE FANTASY,IRE,https://www.racenet.com.au/profiles/horse/absolute-fantasy,https://www.racenet.com.au/profiles/horse/absolute-fantasy-ire,Invalid Date,1
4474,CLYDESIDER,IRE,https://www.racenet.com.au/profiles/horse/clydesider,https://www.racenet.com.au/profiles/horse/clydesider-ire,Invalid Date,1
4475,NEW GREENFIELD,GB,https://www.racenet.com.au/profiles/horse/new-greenfield,https://www.racenet.com.au/profiles/horse/new-greenfield-gb,16/03/2008,1
4476,SEA THE PEARLS,GB,https://www.racenet.com.au/profiles/horse/sea-the-pearls,https://www.racenet.com.au/profiles/horse/sea-the-pearls-gb,Invalid Date,1
4477,TALLEY CLOSE,GB,https://www.racenet.com.au/profiles/horse/talley-close,https://www.racenet.com.au/profiles/horse/talley-close-gb,Invalid Date,1
4478,SMART FORTUNE,IRE,https://www.racenet.com.au/profiles/horse/smart-fortune,https://www.racenet.com.au/profiles/horse/smart-fortune-ire,,0
4479,MASTER RACER,AUS,https://www.racenet.com.au/profiles/horse/master-racer,https://www.racenet.com.au/profiles/horse/master-racer-aus,Invalid Date,1
4480,SOUNDS SPEEDY,AUS,https://www.racenet.com.au/profiles/horse/sounds-speedy,https://www.racenet.com.au/profiles/horse/sounds-speedy-aus,Invalid Date,1
4481,BLUE CAVIAR,AUS,https://www.racenet.com.au/profiles/horse/blue-caviar,https://www.racenet.com.au/profiles/horse/blue-caviar-aus,12/11/2007,1
4482,A-SPIRIT,AUS,https://www.racenet.com.au/profiles/horse/a-spirit,https://www.racenet.com.au/profiles/horse/a-spirit-aus,Invalid Date,1
4483,CRAIG'S PRIDE,AUS,https://www.racenet.com.au/profiles/horse/craig's-pride,https://www.racenet.com.au/profiles/horse/craig's-pride-aus,,0
4484,GLORY HORSIE,AUS,https://www.racenet.com.au/profiles/horse/glory-horsie,https://www.racenet.com.au/profiles/horse/glory-horsie-aus,5/9/2008,1
4485,TOP POWER,AUS,https://www.racenet.com.au/profiles/horse/top-power,https://www.racenet.com.au/profiles/horse/top-power-aus,Invalid Date,1
4486,WORLD HOLD ON,AUS,https://www.racenet.com.au/profiles/horse/world-hold-on,https://www.racenet.com.au/profiles/horse/world-hold-on-aus,Invalid Date,1
4487,OCEAN BRIGHT,AUS,https://www.racenet.com.au/profiles/horse/ocean-bright,https://www.racenet.com.au/profiles/horse/ocean-bright-aus,Invalid Date,1
4488,FIVE STARS HOTEL,AUS,https://www.racenet.com.au/profiles/horse/five-stars-hotel,https://www.racenet.com.au/profiles/horse/five-stars-hotel-aus,Invalid Date,1
4489,DEPOT BOY,AUS,https://www.racenet.com.au/profiles/horse/depot-boy,https://www.racenet.com.au/profiles/horse/depot-boy-aus,Invalid Date,1
4490,WHAT A HEART,AUS,https://www.racenet.com.au/profiles/horse/what-a-heart,https://www.racenet.com.au/profiles/horse/what-a-heart-aus,Invalid Date,1
4491,KING MOSSMAN,AUS,https://www.racenet.com.au/profiles/horse/king-mossman,https://www.racenet.com.au/profiles/horse/king-mossman-aus,Invalid Date,1
4492,THE WAND,AUS,https://www.racenet.com.au/profiles/horse/the-wand,https://www.racenet.com.au/profiles/horse/the-wand-aus,Invalid Date,1
4493,SILVER FLOWER,AUS,https://www.racenet.com.au/profiles/horse/silver-flower,https://www.racenet.com.au/profiles/horse/silver-flower-aus,26/08/2007,1
4494,BILLION GAINS,AUS,https://www.racenet.com.au/profiles/horse/billion-gains,https://www.racenet.com.au/profiles/horse/billion-gains-aus,Invalid Date,1
4495,LAGO EXPRESS,AUS,https://www.racenet.com.au/profiles/horse/lago-express,https://www.racenet.com.au/profiles/horse/lago-express-aus,28/10/2006,1
4496,WINSOME,AUS,https://www.racenet.com.au/profiles/horse/winsome,https://www.racenet.com.au/profiles/horse/winsome-aus,Invalid Date,1
4497,MASTER OF FASTER,NZ,https://www.racenet.com.au/profiles/horse/master-of-faster,https://www.racenet.com.au/profiles/horse/master-of-faster-nz,Invalid Date,1
