Horse_ID,Horse_Name,Horse_Code,State,Country,Age,Color,Sex,Import_type,Total_Stakes,Owner,Last_Rating,Sire,Dam,Dam_sire
412,WINNING DREAMER,D358,Active,NZ,4,Bay , Gelding,PPG,"6,595,690",Linda So Hoi Yan,,Deep Field,Markisa,Danehill
413,AMAZING ROCKY,D356,Active,AUS,4,Bay , Gelding,PPG,"370,000",Peter Yip Hak Yung,,Bel Esprit,Arisma,Mossman
414,TELECOM ELITE,D355,Active,NZ,5,Bay , Gelding,PP,0,Alex Cheung King Shek,,Showcasing,Danasia,Danehill
415,HONGKONG GREAT,D353,Active,CHI,5,Bay , Gelding,PP,"1,117,500",Healthy & Happy Racing Syndicate,,Lookin At Lucky,La Sinverguenza,Scat Daddy
416,SUPER DOBBIN,D352,Active,SAF,4,Brown , Colt,PP,"687,000",Lau Yi Fai,,Wylie Hall,Vanilla Twilight,Qui Danzig
417,ARMANDO,D351,Active,SAF,4,Bay , Colt,PP,"126,000",Yeoh Saw Kheng,,What A Winter,Big Mona,Yes It's True
419,COUNTRY BOY,D348,Active,IRE,4,Bay , Gelding,PPG,"35,000",Man Sau Keung,,Shamardal,Shafaani,Green Desert
420,BEAUTY SMILE,D347,Active,IRE,4,Chestnut , Gelding,PP,"5,453,000",Beauty Syndicate,,Free Eagle,Pale Orchid,Invincible Spirit
421,CORRIENTHES,D346,Active,GB,4,Bay , Gelding,PP,0,Martin Siu Kim Sun,,Bated Breath,Bounty Box,Bahamian Bounty
422,TEMPLE OF HEAVEN,D345,Active,GB,4,Bay , Gelding,PP,"942,000",Benjamin William Keswick,,Iffraaj,Royal Whisper,Royal Applause
423,ENCHANTING START,D344,Active,IRE,4,Bay , Gelding,PPG,"284,750",Edward Chan King Sang,,Elzaam,Five Fields,Chester House
424,SMART FOLKS,D343,Active,USA,4,Brown , Gelding,PP,0,So Wing Keung,,War Front,Agreeable Miss,Speightstown
426,HAPPY FORTUNE,D341,Active,IRE,5,Bay , Gelding,PP,"50,750",Fortune Syndicate,,Archipenko,Happy,Bago
427,PERPETUUM,D340,Active,USA,4,Bay , Gelding,PP,0,Kameny Wong Kam Man,,Declaration Of War,Snooki,Empire Maker
428,FUN LEGEND,D339,Retired,GB,,Bay , Gelding,PP,0,Liu Jianming,52,Frankel,Body And Soul,Captain Rio
429,LUCKY RUBY,D338,Active,AUS,4,Brown , Gelding,PPG,0,Michael Chan Se Ping & Law Lai Wan,,Zoustar,Elysian Hera,Stravinsky
430,PEGASUS GLORY,D337,Active,AUS,4,Bay , Gelding,PPG,"1,045,000",Daniel Kwan,,Wandjina,Cupid Shuffle,More Than Ready
431,SCORES OF FUN,D335,Active,AUS,4,Chestnut , Gelding,PPG,"3,719,940",Fun Loving Syndicate,,Reward For Effort,Montana Hilton,Brahms
433,ILUVATAAR,D333,Retired,NZ,,Bay , Gelding,PPG,0,Lily Chan Li Lei & Marc Chan,52,Makfi,Attalla,Volksraad
434,SELL MY SOLE,D332,Retired,NZ,,Bay , Gelding,PPG,"635,480",Benefit Syndicate,57,Jimmy Choux,Shahbab,Bertolini
436,THE ELITES,D330,Active,AUS,4,Bay , Gelding,PPG,0,"Stanley Tsang Ming Chit, Johnny Wong Ka Keung, Adrian Tsang Man Shun & Cheung Kam Tak",,Danerich,Proper Lines,Ne Coupez Pas
437,MALDIVES,D329,Active,NZ,4,Bay , Gelding,PPG,"1,011,020",Sammy Sean Lee,,Burgundy,Celtic Dream,Casual Lies
438,LIKE THAT,D328,Active,AUS,3,Chestnut , Gelding,PPG,"1,763,750","Edward Wong Chung Bun, Andy Wong Ka Wai, Dickson Wong Bao Xi & Ceicy Wong Wing Sze",,Akeed Mofeed,Calemore,More Than Ready
439,PERFECT TO GREAT,D327,Active,AUS,4,Brown , Gelding,PP,"510,000",Mr & Mrs Ringo Ng Yiu Kwok,,Unencumbered,Half A Minute,Half Hennessy
440,KING'S HORN,D325,Active,AUS,4,Chestnut , Gelding,PP,0,Wong Siu Wah,,More Than Ready,Extension Of Time,Dash For Cash
441,PRINCE OF FROG,D324,Retired,AUS,,Bay , Gelding,PP,"142,500","Wong Yat Cheung, Eliza Wong & Amy Wong Hoi Fung",63,Brazen Beau,Clearly Foxy,Volponi
442,LUMEN BABA,D322,Active,IRE,4,Bay , Gelding,PP,0,Antonio Chan Hang Tat,,Zoffany,Be My Queen,Sadler's Wells
444,XANTHUS,D320,Retired,USA,,Bay , Gelding,PP,0,Daryl Ng Win Kong,64,Animal Kingdom,Prettypriceygirl,Scat Daddy
445,HONGKONG HARMONY,D319,Retired,USA,,Bay , Gelding,PPG,"187,000",Healthy & Happy Racing Syndicate,52,Shamardal,Patronising,Galileo
446,SINCERE BOY,D318,Active,GB,5,Chestnut , Gelding,PP,"319,000",Nice Guys Syndicate,,Exceed And Excel,Wahylah,Shamardal
447,RUBY STARS,D317,Active,IRE,4,Bay , Gelding,PP,0,"Alfred Chan Yam Lung, Brian Wong Chi Fai & Adam Chan Yam Man",,Dandy Man,Lily White Socks,Arakan
448,A SHIN CHALLENGE,D316,Retired,JPN,,Grey , Gelding,PPG,0,Katsuhiko Hirai,49,Eishin Flash,A Shin Blanche,Kurofune
449,THE BEST HERO,D314,Active,FR,4,Bay , Gelding,ISG,0,"So Shek Wing, Hung Kwong Yee, Lam Cheung Chuen & Leung Kwan Tong",,Siyouni,Pertinence,Fasliyev
451,PAKISTAN ZINDABAD,D312,Active,IRE,4,Grey , Gelding,ISG,0,Kerm Din,,Kodiac,Coolnagree,Dark Angel
452,MAXIMIZE HEART,D311,Active,IRE,4,Bay , Gelding,ISG,"60,000",Chan Kam Hung & Alan Chan Kin On,,Holy Roman Emperor,Nictate,Teofilo
453,RUN RUN GOOD,D310,Active,ARG,4,Bay , Gelding,ISG,"95,000","Tang Ming, Tang Chak Leung, Tang Chak Man & Elaine Tang Wai Ling",,Grand Reward,La Campoy,Luhuk
454,VIVA POPCORN,D307,Active,GB,4,Chestnut , Gelding,ISG,0,Arnaldo Ho Yau Heng,,Farhh,Stoneacre Sarah,Cadeaux Genereux
455,GOLD COMET,D306,Active,ARG,4,Grey , Gelding,ISG,"220,000","Gibson Lau Wai Chi, Eric Lau Pui Kit & Ricky Lau Pui Wai",,Exchange Rate,Quendom,Interprete
456,MULTIPLE STAR,D305,Active,IRE,4,Bay , Gelding,ISG,0,Mr & Mrs Chan Kam Hung,,Exceed And Excel,Royal Order,Medaglia d'Oro
458,TOP ACCOLADE,D302,Active,SAF,4,Bay , Gelding,ISG,0,IJDH Syndicate,,Captain Al,Valor Red,Western Winter
459,GREAT TIMES,D301,Active,FR,4,Chestnut , Gelding,ISG,0,"Fung Wing Chung, Kenneth Fung King Keung, Patrick Fung King Hung & Monica Fung Mun Sin",,Anodin,Gracieuse,Muhtathir
460,THE SUBMARINE,D300,Active,IRE,4,Bay , Gelding,ISG,0,Athy Ngai Sze Yin,,Acclamation,Affirmative,Pivotal
461,CIGAR BUDDIES,D299,Active,AUS,4,Bay , Gelding,PPG,0,Cigar Buddies Syndicate,,Written Tycoon,Sweet Home Chicago,Flying Spur
462,CHEVALIER PRINCE,D298,Active,NZ,4,Bay , Gelding,PPG,"2,122,875",Chevalier Syndicate,,Rock 'N' Pop,Zoe Spice,O'Reilly
464,DAZZLING FEELING,D296,Active,NZ,4,Brown , Gelding,PPG,0,Dr Anthony W K Chow & Justin Chow,,Per Incanto,Capital Diamond,Lucky Unicorn
465,STAR WIN,D295,Active,AUS,4,Bay , Gelding,PPG,0,"Alfred Lui Wai Fat, Lisa Ngai Lai Ha, Terry Ng Sze Yuen & Maggie Koong May Kay",,Not A Single Doubt,Umaquest,Umatilla
466,HEY PAL,D294,Active,NZ,4,Chestnut , Gelding,PPG,"115,000","Kwong Yau Shing, Tung Chi Ho & Albert Chan Koon Sang",,Iffraaj,Silky Oak,Green Desert
467,PACKING CHAMPION,D291,Active,NZ,4,Bay , Gelding,PPG,0,Exciting Racing Syndicate,,Darci Brahma,Trouville,Hurricane Sky
468,TIGER GLARE,D290,Active,NZ,4,Bay , Gelding,PPG,0,Kao Chan Ming Man & Michael C C Kao,,Darci Brahma,Chevremont,No Excuse Needed
469,WISDOM PATCH,D289,Active,AUS,5,Bay , Gelding,PP,0,Lam Wai Ying,,Snitzel,Willow Creek,Tale Of The Cat
471,ALLOY KING,D287,Active,AUS,4,Bay , Gelding,PPG,"35,000",Lun Hoi Sze,,Zoffany,Terhaab,More Than Ready
472,HOT CHILI PEPPER,D286,Active,AUS,4,Bay , Gelding,PPG,"220,000",Mr & Mrs Chau Kam Chuen and Helen Chau Hoi Man,,Smart Missile,Lady Fleming,Royal Academy
473,VALIANT ELEGANCE,D285,Active,AUS,4,Chestnut , Gelding,PPG,"60,000",WTC Syndicate,,Salade,Lolly Lover,Fusaichi Pegasus
474,MERCURIAL,D283,Active,AUS,4,Bay , Gelding,PPG,"255,000",Richard Wong Chung Tak,,Hussonet,Danzeround The Sun,Danzero
475,MILLENNIUM FALCON,D281,Active,NZ,4,Bay , Gelding,PPG,"33,845",Lindsay Racing Syndicate,,Charm Spirit,Potions,Encosta de Lago
476,DECISIVE TWELVE,D280,Active,AUS,4,Brown , Gelding,PPG,"1,098,995",Megafolks Syndicate,,All Too Hard,Kamarla Rose,Nadeem
477,STAR PRESENT,D279,Retired,AUS,,Brown , Filly,PPG,0,"Constance Cheng Chih Hua, Lelia Ho Tze Fun & Ursula Tsui Yee Har",45,Alfred Nobel,Special Kiseki,Special Bond
479,PIANILLO,D277,Retired,AUS,,Bay , Gelding,PP,0,Winning Racing Syndicate,67,I Am Invincible,Ready To Rule,More Than Ready
481,AEROZOOM,D275,Retired,AUS,,Chestnut , Gelding,PP,0,"Patrick Lau Tak Wai, Lau Lui Mui Mui & William Lau Man Yuen",69,Deep Field,Pegasus Queen,Fusaichi Pegasus
482,FORTUNE TRIPLE,D274,Active,IRE,4,Chestnut , Gelding,PPG,"29,750","Dr Andy Kong On Tai, Danny Lee Chi Yin & Philip Yu Chi Wai",,Lope de Vega,Kerry Gal,Galileo
483,SUNNY STAR,D273,Active,USA,4,Brown , Colt,PPG,"2,562,250","Mr & Mrs Stephen Ho Wai Man, Fred Ho Ka Chun and Derek Ho Ka Chung",,Flatter,Suzee Sunrise,Chester House
484,KEEP YOU WARM,D272,Active,IRE,4,Brown , Gelding,PP,"1,096,500",Barrier Free Syndicate,,No Nay Never,Dacio,Harlan's Holiday
485,ROMANTIC COMBO,D271,Active,IRE,4,Brown , Gelding,PP,"660,000",Peter Lau Pak Fai & Suki Tang Xianfang,,Cappella Sansevero,Varnay,Machiavellian
486,CHANCHENG PRINCE,D270,Active,USA,4,Grey , Gelding,PPG,"1,681,500",Chancheng Racing Syndicate,,Carpe Diem,Bliss,Flashy Bull
487,GAMEPLAYER TIMES,D269,Active,BRZ,5,Bay , Gelding,PP,"50,750",Lam Yau Pik & Rex Lam Lam,,Put It Back,Tout Est Bien,Wild Event
488,GENEROUS CHARITY,D268,Retired,IRE,,Chestnut , Gelding,PP,"87,000",Ng Sun Wah & Chan Wo Ping,70,Rip Van Winkle,So Many Shots,Duke Of Marmalade
489,KYRUS UNICORN,D267,Active,IRE,5,Grey , Gelding,PP,"407,000",Emily Wong Man Yan & Wong Ying Sheung,,Havana Gold,Zindana,Dalakhani
490,AMAZING KNIGHT,D266,Active,IRE,4,Bay , Gelding,PP,0,Yau Tak King Syndicate,,Starspangledbanner,Three Decades,Invincible Spirit
491,SUNNY LAD,D265,Active,GB,5,Chestnut , Gelding,PP,"570,000","Helena Wai Suk Chong, Lisa Marie Djeng Kar Yee & Irene Wai Suk Yan",,Sepoy,Mini Mosa,Indian Ridge
492,FLASHCARD,D264,Active,IRE,5,Chestnut , Gelding,PP,0,Eugene Chuang Yue Chien,,Fast Company,Portico,Pivotal
493,HARMONY SPIRIT,D263,Active,IRE,5,Bay , Gelding,PP,"262,500",Edmond Yue Kwok Yin,,Bated Breath,Night Sphere,Night Shift
494,SUPER MISSION,D262,Active,NZ,4,Bay , Gelding,PPG,"473,945",Chow Yuet Kam,,Super Easy,Stars,Pentire
495,DAILY DELIGHT,D261,Retired,AUS,,Bay , Gelding,PPG,"662,395",Po On Commercial Association Syndicate,54,Smart Missile,Framboise,Snippets
496,SO AWESOME,D258,Active,NZ,4,Bay , Gelding,PPG,"1,066,585","Eddie Law Kar Chung, Ada Ng Wai Hing & Edwin Law Pok Hin",,Rip Van Winkle,Lion Blanc,Reset
497,GO GOAL TOBY,D257,Deregistered,NZ,,Bay , Gelding,PPG,"570,000",Roy Lee Ming Fai,52,Pins,Oahu,O'Reilly
498,CAN'T TOUCH THIS,D255,Active,NZ,4,Brown , Gelding,PPG,0,Jonathan Hui & Ian Justin Hui,,Highly Recommended,Showusyahalo,My Halo
499,ERIN CENTENARY,D254,Retired,NZ,,Bay , Gelding,PPG,0,David Tse Sik Hung,44,Dawn Approach,Macavity,Keeper
500,BLAZING CONNECTION,D253,Retired,NZ,,Bay , Gelding,PPG,0,Andy Fei Chi En,50,All Too Hard,Alluring Belle,Encosta de Lago
501,WEALTHY EMPLOYEE,D252,Active,NZ,5,Bay , Gelding,PP,0,Lau Fu Wing,,Thewayyouare,Tesoro,Prized
502,BRIGHT VISION,D251,Active,NZ,5,Bay , Gelding,PP,"166,750",Optical Industry Group Syndicate,,O'Reilly,Shemiyra,In The Wings
503,THE CROWN,D250,Active,NZ,4,Bay , Gelding,PP,"184,500",Eddie Junior Yau,,Makfi,Monachee,O'Reilly
504,SMART COUSIN,D249,Active,NZ,5,Bay , Gelding,PP,"557,500",Cousin Family Syndicate,,Highly Recommended,Howbaddouneedit,Howbaddouwantit
506,SWEETLY BABY,D247,Active,AUS,4,Chestnut , Gelding,PPG,"576,345",Mr & Mrs Chan Tak Wa,,Unencumbered,Tuckshop Princess,Dehere
507,STRATHMARTINE,D246,Active,AUS,3,Bay , Gelding,PPG,0,Mr & Mrs Iain Bruce,,Teofilo,Base Paradise,Choisir
508,FORTUNE HERO,D245,Active,AUS,4,Chestnut , Gelding,PPG,"577,500",Beauty Twelve Syndicate,,Starspangledbanner,Pachelbel's Song,Encosta de Lago
510,RESOLUTE,D243,Active,NZ,4,Brown , Gelding,PPG,"1,325,430",Winful Racing Syndicate,,Per Incanto,Trigon Lass,Centaine
511,FOR FUN'S SAKE,D242,Active,AUS,4,Bay , Gelding,PPG,"165,000",Gary Lui,,Manhattan Rain,Paradise Lost,Sadler's Wells
512,SUPER HONG KONG,D241,Active,AUS,3,Brown , Gelding,PPG,0,Lucky Go Happy Syndicate,,Kermadec,Indiscretions,Commands
513,UNIVERSAL CROWN,D240,Active,AUS,4,Bay , Gelding,PPG,"128,020",Alexander Wong,,Hallowed Crown,Only She Can,Marju
514,FOREVER CITY,D239,Active,AUS,4,Bay , Gelding,PPG,0,Lucky Forever Syndicate,,Deep Field,Geniemac,Al Maher
515,GALACTIC,D238,Active,AUS,4,Bay / Brown , Gelding,PPG,"835,050",Alliance Sage Syndicate,,Deep Field,Darazani,Redoute's Choice
516,PURE LEGEND,D237,Active,AUS,4,Brown , Gelding,PP,"52,500",Boniface Ho Ka Kui & Steve Ho,,Written Tycoon,Splendid Thing,Encosta de Lago
517,BUNDLE OF DELIGHT,D236,Active,NZ,5,Bay , Gelding,PP,"685,000",Mr & Mrs Colin Lo Chor Cheong,,Tavistock,Princess Of Wales,Thorn Park
518,SUPERB DADDY,D235,Active,AUS,4,Bay , Gelding,PP,"858,190",Mr & Mrs Mak Yiu Hay,,Tavistock,Mygoodgrace,Royal Academy
519,STREET SCREAM,D234,Active,AUS,4,Bay / Brown , Gelding,PP,"296,750",Mahogany Syndicate,,Street Boss,La Kalima,Tuscany Flyer
520,SMOOTHIES,D233,Active,AUS,5,Brown , Gelding,PP,"1,412,500","Andy Wong Tsz Wai, Michael Chan Ting Bond, Albert Lee Wai Kong & Sharon Young Yik Sze",,Rothesay,Cot Case,Belong To Me
522,DAY DAY RICH,D231,Active,AUS,4,Brown , Gelding,PP,0,The Easy Ride Syndicate,,Love Conquers All,La Zap,Elnadim
523,CHIKORITA,D230,Active,AUS,5,Bay , Gelding,PP,"609,210",Raymond Hui,,Hinchinbrook,Bridie Belle,Al Akbar
525,GOOD LUCK FRIEND,D228,Active,NZ,4,Bay , Gelding,PPG,"4,170,450",Siu Chak Wai & Siu Wing Kin,,Swiss Ace,Maravilla,Postponed
526,GOOD LUCK MONEY,D227,Active,NZ,4,Chestnut , Gelding,PPG,0,Siu Wai Chung,,Swiss Ace,Ashima,Red Giant
527,REGENCY MASTER,D225,Active,NZ,4,Brown , Gelding,PPG,"1,788,240",Wong Shun Yuen,,Savabeel,Lady Chaparral,High Chaparral
528,PLANET FLYER,D224,Active,AUS,4,Bay , Gelding,PPG,0,Planet Racing Syndicate,,Rothesay,Decibel,Bernardini
529,GOLDEN LINK,D222,Active,NZ,4,Bay , Gelding,PPG,"1,055,480",Mr & Mrs John McNie and Mr & Mrs Henry Chan Lai Yue,,Per Incanto,Kendoka,Reset
530,WONDERFUL TREASURE,D221,Retired,AUS,,Bay , Gelding,PPG,0,Leung Woon Man,51,Not A Single Doubt,Flawless Gem,Encosta de Lago
531,DRAGON IN FIELD,D220,Active,NZ,4,Brown , Gelding,PPG,0,Paul Li Cheuk Wai,,Highly Recommended,Firelight,Fantastic Light
532,BULLETPROOF,D219,Active,NZ,4,Chestnut , Gelding,PPG,"932,905",Kams Lam Kam Chin,,Dissident,Tempting Delight,Northern Meteor
533,EASY DAZZLING,D218,Active,AUS,4,Chestnut , Gelding,PPG,0,David Group Syndicate,,Dissident,Mont Tremblant,St Jovite
534,PARTY GENIUS,D217,Active,AUS,4,Bay , Gelding,PPG,"419,605",Richard Wong Chung Tak,,Deep Field,Queen Of Quilts,Viscount
535,SKY FIELD,D216,Active,AUS,4,Chestnut , Gelding,PPG,"2,784,950","Kwan Shiu Man, Jessica Kwan Mun Hang & Jeffrey Kwan Chun Ming",,Deep Field,Laravissante,O'Reilly
536,HAPPY REUNION,D215,Active,AUS,4,Chestnut , Gelding,PPG,0,Specific Syndicate,,Declaration Of War,My Amazing Dream,Pins
537,HELENA BABY,D213,Active,NZ,6,Grey , Gelding,PP,"483,000",Lee Ching Yiu & Tang Kun Ping,,Guillotine,Hot Stash,Secret Savings
538,COBY BA,D212,Retired,AUS,,Bay , Gelding,PP,0,Energetic Syndicate,58,Declaration Of War,Biscuit Biter,O'Reilly
539,RED ZOFFANY,D211,Active,AUS,4,Bay , Gelding,PPG,0,Mr & Mrs Dannis Lee Cheuk Yin,,Zoffany,Decantered,Flying Spur
540,TINKER BELLE,D210,Retired,AUS,,Bay , Filly,PPG,"51,000","Clement Ma Kang Ching, Josiah Ma Pok Man & David Ma Yeuk Lai",19,Spill The Beans,Lots Of Success,Iglesia
541,TELECOM MISSILE,D209,Active,AUS,4,Bay , Gelding,PPG,"236,250",Ian Cheung Lap Yan,,Smart Missile,Twisted Heart,Distorted Humor
542,SMART WONGCHOY,D208,Active,AUS,4,Bay , Gelding,PPG,"506,205",Lester C H Kwok,,Smart Missile,Serenade Lily,King's Best
543,QIPAO BOSS,D207,Active,AUS,4,Bay , Gelding,PPG,"178,020",Liu Sing Cheong & Eric Liu Kar Hang,,Reward For Effort,Sylkat Eclipse,Dehere
544,MY SUGAR,D206,Active,AUS,4,Brown , Gelding,PPG,"1,990,520",Sarah Wong Lai,,Deep Field,Kerimba,Sinndar
545,DOUBLE TAKE,D205,Active,AUS,4,Bay , Gelding,PPG,"1,563,250",Raymond Chu Wai Hang,,Declaration Of War,Hidden Kisses,Hidden Dragon
546,READY CONQUEROR,D204,Active,AUS,4,Brown , Gelding,PPG,"637,500",Joseph Choi Yip Leung,,Better Than Ready,Dublette,Dubleo
547,TOYCOON,D203,Active,AUS,5,Bay , Gelding,PP,"713,500",Enjoying Life Syndicate,,Turffontein,Catskin,Catbird
548,PEACH BLOSSOMS,D202,Active,NZ,5,Bay , Gelding,PP,0,Harry Tsang Cheung Hin,,Tavistock,Miss Danni,Keeper
549,SWIFT SPIRIT,D201,Active,AUS,5,Bay , Gelding,PP,0,Mr & Mrs Simon Suen Siu Man,,Fastnet Rock,Inglorious,Hennessy
550,ALL IN MIND,D200,Active,AUS,4,Chestnut , Gelding,PP,"2,601,750",Always Exceed Racing Syndicate,,Deep Field,Isabel Street,Dubawi
552,PRECISE EXPRESS,D198,Active,IRE,5,Brown , Gelding,PP,"1,250,250",Bunny Chan Chung Bun,,Tamayuz,Soviet Treat,Ashkalani
554,SUPER FAST,D196,Active,IRE,5,Chestnut , Gelding,PP,0,Leung Lun Ping,,Es Que Love,Dubai Pearl,Refuse To Bend
555,JUMBO ENGINE,D195,Active,IRE,4,Bay , Gelding,PP,0,Brilliant Star Syndicate,,Epaulette,Shall We Tell,Intikhab
558,SHANGHAI GRACE,D190,Active,GB,5,Bay , Gelding,PP,"350,000",Tam Ping Chi & William Leung Man Foon,,Kyllachy,Lavinia's Grace,Green Desert
559,STAY CHILL,D189,Active,IRE,5,Bay , Gelding,PP,"35,000",Leo To Ka Ho,,Invincible Spirit,Alumni,Selkirk
560,GOLDEN SPECTRUM,D188,Active,GB,5,Bay , Gelding,PP,"1,210,750",Betty Wong & Dr Johnny Hon,,Dutch Art,Lady Darshaan,High Chaparral
561,THE ROCK,D187,Active,GB,5,Chestnut , Gelding,PP,"3,495,750",Eddie Junior Yau,,Dutch Art,Barynya,Pivotal
562,STRIVE FOR GLORY,D186,Active,USA,4,Brown , Gelding,PP,"105,000",Connie Siu Kim Ying,,Dialed In,Chu And You,You And I
563,NOBLE SOUL,D184,Retired,FR,,Chestnut , Gelding,PPG,0,Yeoh Saw Kheng,,Dragon Pulse,Regal Beauty,Rock Of Gibraltar
564,LA YAKFI,D183,Retired,FR,,Bay , Gelding,PP,"50,750",Alexander Ng Win Yew,71,Makfi,Really Lovely,Galileo
565,DRAGON HAS LANDED,D182,Retired,IRE,,Bay , Gelding,PP,"50,750",Yeoh Saw Kheng,62,Dragon Pulse,Indian Navy,Elusive City
566,HIN YUEN BIS,D181,Active,AUS,4,Chestnut , Gelding,PPG,"220,000",Mr & Mrs Tang Kwok Yung,,Snitzel,Spirit Of Joy,Big Brown
567,ETERNAL HARVEST,D180,Deregistered,AUS,,Bay , Gelding,PPG,"1,514,785",Ng Ying Kit & Kenny Ng Chun Pang,67,Smart Missile,Hastily,Snitzel
568,JADE PHOENIX,D179,Active,NZ,4,Brown , Gelding,PPG,"978,995",Charles Tung Chung Ho,,Per Incanto,Our Prized Rose,Prized
569,EVAN ALMIGHTY,D178,Retired,AUS,,Bay , Gelding,PPG,"270,760",Jeffrey Leung Kei Sin,54,Kuroshio,Miss Evangeline,Success Express
570,SUNNY AND GOLD,D177,Active,AUS,4,Bay , Gelding,PPG,"95,000",Victor Hui Chun Fui,,Dream Ahead,Eager To Please,Stratum
571,WELLINGTON,D176,Active,AUS,4,Bay , Gelding,PPG,"5,797,190",Mr & Mrs Michael Cheng Wing On and Jeffrey Cheng Man Cheong,,All Too Hard,Mihiri,More Than Ready
572,COPARTNER SPIRIT,D175,Retired,AUS,,Bay , Gelding,PP,"33,845",Copartner Spirit Syndicate,47,I Am Invincible,You're Discreet,Elusive Quality
573,HEART CONQUERED,D174,Active,AUS,5,Chestnut , Gelding,PP,"862,000",Pan Sutong,,Akeed Mofeed,Heart To Fear,Show A Heart
574,AMAZING ONE PLUS,D173,Active,IRE,6,Chestnut , Gelding,PP,"869,000",Peter Yip Hak Yung,,Shamardal,Hazarafa,Daylami
575,KURPANY,D172,Active,FR,4,Chestnut , Gelding,PP,"2,233,250",Brian Leung Hung Tak & Sophie Leung Lau Yau Fun,,Mayson,One River,Stormy River
576,DUCKETT'S GROVE,D171,Retired,USA,,Bay , Gelding,PP,0,Virginia Siu Leung Hiu Bing,72,Point Of Entry,Xylonia,Horse Chestnut
577,REYNOLDS,D170,Retired,GB,,Chestnut , Gelding,PP,"50,750",Robert Ng Chee Siong,58,Exceed And Excel,L'Affaire Monique,Machiavellian
578,HALL OF CHAMP,D169,Active,GB,5,Bay , Gelding,PP,"1,281,500",Szeto Yuk Ting,,Dark Angel,Cadenza,Dansili
579,AWE,D168,Active,GB,5,Bay , Gelding,PP,"1,049,750",Anthony Cheung Hin Shun,,Bated Breath,On Her Way,Medicean
580,COMPASSION SPIRIT,D167,Active,AUS,4,Bay , Gelding,PPG,"2,303,605",Friends of Po Leung Syndicate,,Supreme Class,Your Grace,Testa Rossa
581,PERFECT HARMONY,D166,Retired,NZ,,Chestnut , Gelding,PPG,0,Wong Wing Hong & Wilson Lam Jing Shing,35,Shooting To Win,Rusalka,More Than Ready
582,BIG LUCK CHAMP,D165,Active,AUS,4,Brown , Gelding,PPG,"226,205",Timmy Chan Tien Kay,,Sebring,Royal Lineup,Viscount
583,DRAGON PRIDE,D164,Active,AUS,4,Brown , Gelding,PPG,0,Dr Kelvin Chong Man Yuk,,Sebring,Lady Krovanh,Dehere
584,CENTENARY IBIS,D163,Active,NZ,4,Bay , Gelding,PPG,0,Ibis Syndicate,,Savabeel,Lego,O'Reilly
585,CHARGE ON,D162,Active,NZ,4,Bay , Gelding,PPG,"1,179,210",Tam Man Wai & Wilson Tam Man Shu,,Rios,A Tad Black,Istidaad
586,ULTRA EXPRESS,D161,Active,NZ,4,Bay , Gelding,PPG,"685,000",Lo Man Tuen & Lo Kam Wing,,Power,Court In The Park,Thorn Park
587,GARLIC HERO,D160,Active,NZ,4,Bay , Gelding,PPG,0,"Apple Cheung Ka Ying, Steven Tam Kam Beiu, Rolon Cheung Cho Yiu & Wilson Cheung Wing Yim",,Pins,Ysabelle,O'Reilly
588,SPICY GRILL,D159,Active,AUS,4,Brown , Gelding,PPG,"86,250",Alex Ng Siu Ting & Zoe Yam Yee Lam,,Pierro,Amaliehaven,More Than Ready
589,SUN OF MAKFI,D157,Active,NZ,4,Chestnut , Gelding,PPG,"458,020",David Mong Tak Yeung,,Makfi,Palos de Lago,Encosta de Lago
590,EXCELLENT CHARIOT,D156,Active,NZ,4,Bay , Gelding,PPG,"1,331,535",New Chariot Club Syndicate,,Jimmy Choux,Tantrum,Savabeel
591,WINNING STEED,D155,Active,AUS,4,Bay , Gelding,PPG,"475,000","Sio Kam Seng, Jacky Sung Hok Chun, Vincent Ng Wai Ming & Louis Tang Kwok Leung",,Hinchinbrook,Smart One,Bernardini
592,COOL ACE,D154,Active,AUS,4,Bay , Gelding,PPG,"58,020",Chan Ngan Chi,,Exceed And Excel,Secret Liaison,Artie Schiller
593,BRAVE POWER,D153,Active,NZ,4,Bay , Gelding,PPG,"95,000",Mr & Mrs Matthew Lam Kin Hong,,Declaration Of War,Flying Orca,Perfectly Ready
594,FIGHTER BOY,D152,Deregistered,NZ,,Bay , Gelding,PPG,"101,535","Raymond Cheng Chung Ching, Andrew Fan Chun Wah & Karson Choi Ka Tsan",45,Charm Spirit,Darci Dancer,Darci Brahma
595,WINNING GENGHIS,D151,Active,NZ,4,Bay , Gelding,PPG,0,Waylee Syndicate,,Atlante,Shades Of Silk,Thunder Gulch
596,WHISKEY NEAT,D150,Active,AUS,4,Brown , Gelding,PP,"1,002,500",November Syndicate,,Denman,Ouija,Viscount
598,CHUNGHWA JINGSHEN,D148,Active,AUS,4,Bay , Gelding,PPG,"684,500",Chiu Kwan Chi,,Rubick,Holy Duck,Commands
600,RIGHTEOUS WIN,D146,Active,AUS,4,Bay , Gelding,PPG,0,Andrew Kelvin Yu Wai Kit & Yu Kwok Chun,,Dissident,Horkins Nancy,Made Of Gold
601,MAGIC SUPREME,D144,Active,AUS,5,Bay , Gelding,PP,"601,940",Jason Tam Siu Keung,,Zoustar,Any Wonder,Fasliyev
