Horse_ID,Horse_Name,Horse_Code,State,Country,Age,Color,Sex,Import_type,Total_Stakes,Owner,Last_Rating,Sire,Dam,Dam_sire
13394,GLAD COMING,AM148,Deregistered,GB,,Chestnut , Gelding,SG,"192,420",,43,Midsummer Night II,Sleedy,
13395,DIM SUM,AM147,Retired,GB,,Chestnut , Gelding,SG,"244,600",,51,Traditionalist,Tit-Bit,
13396,THE JOKER,AM146,Retired,GB,,Bay , Gelding,SG,"658,380","Wong Kwoon Chung, Leung Nai Yan, Lee Nam & Fung Kam Tong",103,Jumpin Joseph,Sanicula,
13397,MY PLEASURE,AM145,Retired,GB,,Chestnut , Gelding,SG,"76,450",,13,St Paddy,Audros,
13398,WONDERFUL,AM144,Deregistered,GB,,Bay , Gelding,SG,"295,170",,58,Henry The Seventh,Trike,
13399,ACHILLES,AM143,Retired,GB,,Brown , Gelding,SG,"276,350",,14,Perdu,Attar,
13400,FURY,AM142,Deregistered,GB,,Bay , Gelding,SG,"464,410",,66,Burglar,Bell Moss,
13401,STAR OF SOUTH CHIN,AM141,Retired,GB,,Grey , Gelding,SG,"165,790",,77,Kibenka,Spare Maid,
13402,DEERFIELD,AM140,Retired,GB,,Bay , Gelding,SG,"183,170",,88,Philip Of Spain,Light Spark,
13403,SUNNY WAVE,AM139,Deregistered,GB,,Chestnut , Gelding,SG,0,,32,Calpurnius,Mingwyn Wood,
13404,RHYTHMIC TROT,AM138,Retired,GB,,Bay , Gelding,SG,"46,880",,19,Murrayfield,Palady,
13405,LUCKY FIRST,AM137,Deregistered,GB,,Chestnut , Gelding,SG,0,,41,Tudor Music,Prairie Princess,
13406,CRUACHAN,AM136,Retired,GB,,Brown , Gelding,SG,"312,570",,18,Golden Dipper,Tebora,
13407,GOLDEN JAGUAR,AM135,Retired,GB,,Bay , Gelding,SG,"410,950",,0,Biskrah,Eyry,
13408,POMEGRANATE,AM134,Retired,GB,,Grey , Gelding,SG,"71,610",,41,Grey Mirage,Granny Smith,
13409,PUBLIC ADMIRATION,AM133,Retired,GB,,Bay , Gelding,SG,"708,040",,96,Rambah,Indaca,
13410,PEGASUS II,AM132,Retired,GB,,Chestnut , Gelding,SG,"341,850",,40,Seaepic,Aucuba,
13411,CHARADE,AM131,Retired,GB,,Chestnut , Gelding,SG,"941,990",,78,Major Portion,Moss Call,
13412,SEA CORAL,AM130,Retired,GB,,Chestnut , Gelding,SG,"387,460",,116,Royal Prerogative,Floral Valley,
13413,CONQUEROR,AM129,Retired,GB,,Grey , Gelding,SG,"181,630",,102,Frankincense,Bustle In,
13414,WAYAHEAD,AM128,Retired,GB,,Chestnut , Gelding,SG,"111,730",,32,Good Bond,Izeste,
13415,GOLDEN WAY,AM126,Deregistered,GB,,Bay , Gelding,SG,0,,0,Runnymede,Belle Mere,
13416,AUSSIE RULES,AM125,Deregistered,AUS,,Brown , Gelding,SG,"156,390",,68,Young Brolga,Luluai,
13417,MALAYAN PEARL,AM124,Retired,AUS,,Bay , Gelding,SG,"189,130",,64,Young Brolga,Kimlyn,
13418,ICEBERG,AM123,Deregistered,AUS,,Bay , Gelding,SG,"69,620",,6,Trelay,Jan Kerry,
13419,NEW BONUS,AM122,Retired,AUS,,Bay , Mare,SG,"7,080",,0,Star Of The North,Questa La Vita,
13420,CONTINUOUS RISE,AM121,Retired,AUS,,Bay , Gelding,SG,"197,920",,73,Ruantallan,Prudent Lady,
13421,ALL THE WAY,AM120,Retired,AUS,,Chestnut , Gelding,SG,"254,490",,41,Taree,Tifanique,
13422,SUPER KING,AM119,Retired,AUS,,Brown , Gelding,SG,"581,960",,,Sugar Apple,New Look,
13423,TANGERINE,AM118,Retired,AUS,,Bay , Gelding,SG,"71,670",,32,Straight Arrow,Top Tina,
13424,SEBASTIAN,AM117,Retired,AUS,,Chestnut , Gelding,SG,"216,110",,0,Starmont,Cherito,
13425,SO QUICK,AM116,Retired,AUS,,Bay , Gelding,SG,"704,070",,40,Stanley Sterling,Exhaust,
13426,LONG-VICTORY,AM115,Retired,AUS,,Bay , Gelding,SG,"207,230",,50,Sovereign Plea,Lady Garnet,
13427,BLUE AND GOLD,AM114,Retired,AUS,,Bay , Gelding,SG,"551,580",,84,Sir Arta,Random Walk,
13428,NEW JELIK,AM113,Retired,AUS,,Chestnut , Gelding,SG,"204,510",,56,Royal Student,Juniper,
13429,TEA FOR US,AM112,Retired,AUS,,Brown , Gelding,SG,"84,210",,0,Royal Ridge,Malmo,
13430,QUINTON,AM110,Deregistered,AUS,,Brown , Gelding,SG,"282,050",,0,Rapier II,Fresh Plume,
13431,WINGSY,AM109,Deregistered,AUS,,Brown , Gelding,SG,0,,65,Manacle,Not Forgotten,
13432,NELSPET,AM108,Retired,AUS,,Chestnut , Gelding,SG,"227,190",,79,Diplomatic Agent,Miss Oragon,
13433,KOO BOO,AM106,Retired,AUS,,Chestnut , Gelding,SG,"546,340",,35,Commoner,Plethora,
13434,NIGHT WATCHMAN,AM105,Retired,AUS,,Bay , Gelding,SG,"44,290",,18,Palm Beach,Speriamo,
13435,SUPER POWER,AM104,Deregistered,AUS,,Chestnut , Gelding,SG,"18,560",,32,Nullacourt,Shekel,
13436,SPORTING CHANCE,AM103,Retired,AUS,,Bay , Gelding,SG,"253,530",,37,North Pole,Meath,
13437,SUPER LUCK,AM102,Retired,AUS,,Brown , Gelding,SG,"181,760",,46,Coal King,Agilis,
13438,SHANHAIKWAN,AM101,Deregistered,AUS,,Bay , Gelding,SG,"427,160",,38,Music Teacher,Bourbon Mist,
13439,GRAND HOPE,AM100,Retired,AUS,,Bay , Gelding,SG,"487,670",,,Abdicating,Arctic Ace,
13440,WINNING EXPERT,AM099,Retired,AUS,,Chestnut , Gelding,SG,"327,050",,13,Miladdo,Lady Hawera,
13441,EVER BULL,AM096,Retired,AUS,,Bay , Gelding,SG,"76,080",,54,Light Wind,Al Di La,
13442,TOP FORTUNE,AM095,Retired,AUS,,Brown , Gelding,SG,"480,680",,6,Honourary Degree,Halilee,
13443,WELL & TRULY,AM094,Retired,AUS,,Grey / Roan , Gelding,SG,"352,990",,0,Holy Smoke II,My Margee,
13444,POSITIVITY,AM092,Retired,AUS,,Bay , Gelding,SG,"195,200",,50,Hasty Cloud,Sonatina,
13445,EASTERN RULER,AM091,Retired,AUS,,Bay , Gelding,SG,"42,490",,51,Grand Chaudiere,Sanita,
13446,FORTUNES TURN,AM090,Retired,AUS,,Chestnut , Gelding,SG,"798,500",,40,Fortunes Hope,Cearho,
13447,LUCKY SEVEN,AM089,Deregistered,AUS,,Chestnut , Gelding,SG,"2,400",,3,Forearmed,Charlie Baby,
13448,THIRD DEGREE,AM086,Deregistered,AUS,,Chestnut , Gelding,SG,"213,380",,29,Crepeeno,Callie,
13449,QU'APPELLE,AM085,Retired,AUS,,Chestnut , Gelding,SG,"305,670",,35,Crash Helmet,Gold Bazaar,
13450,CUM FASHION,AM084,Retired,AUS,,Chestnut , Gelding,SG,"248,720",,52,Country Dance,Danielle,
13451,MEHBOOB,AM082,Retired,AUS,,Chestnut , Gelding,SG,"737,810",,51,Claudius,True Spartan,
13452,ORIENTAL ROCKET,AM081,Retired,AUS,,Chestnut , Gelding,SG,"2,400",,24,Cassidy,Reminisce,
13453,BON VOYAGE,AM080,Retired,AUS,,Chestnut , Gelding,SG,"13,760",,37,Blue Carnation,Nouvelle Riche,
13454,K'ANG HSI,AM079,Deregistered,AUS,,Bay , Gelding,SG,"10,620",,49,Attalus,Lahasa,
13455,FLYER,AM078,Deregistered,AUS,,Bay , Gelding,SG,"258,770",,33,Aritzo,Red Tessa,
13456,BOOMA,AM077,Retired,AUS,,Bay , Gelding,SG,"540,490",,69,Aritzo,Ineru,
13457,CRAIG'S TREASURE,AM076,Retired,AUS,,Brown , Gelding,SG,"65,060",,29,All Grit,Kamerad,
13458,CENTAUR,AM075,Retired,AUS,,Brown , Gelding,SG,"69,040",,49,Latin Great,Divertic,
13459,DEVONSHIRE,AM074,Retired,AUS,,Chestnut , Gelding,SG,"508,030",,24,Double Cream,Daydream's Girl,
13460,POT RED,AM073,Retired,AUS,,Brown , Gelding,SG,0,,15,Alard,Queen Volant,
13461,ALL'S BEST,AM072,Retired,AUS,,Bay / Brown , Gelding,SG,"2,400",,28,Latin Great,Astromeda,
13462,JAGOLARI,AM071,Retired,AUS,,Grey , Gelding,SG,"350,830",,48,Alard,Veronique,
13463,BODY-GUARD,AM070,Retired,AUS,,Bay , Gelding,SG,0,,0,Crepone,Endless Romance,
13464,SUN GLORY,AM069,Retired,AUS,,Bay / Brown , Gelding,SG,"225,400",,0,Son Of The Wind,Green And White,
13465,TOUCH OF LUCK,AM067,Retired,AUS,,Bay , Gelding,SG,"501,110",,60,Livingwood,Raerami Lass,
13466,WONDER BOY,AM066,Retired,AUS,,Chestnut , Gelding,SG,"278,700",,18,Lord Pakistan,Silver Ermine,
13467,PINE HILL,AM065,Retired,AUS,,Bay / Brown , Gelding,SG,"849,664",,,Kismas Lad,Jillette Star,
13468,AGOGO,AM064,Retired,AUS,,Grey , Gelding,SG,"50,790",,0,Kismas Lad,Rocklyn,
13469,MORNING GLORY,AM063,Retired,AUS,,Grey , Gelding,SG,"64,560",,0,Sunset Gem,Stately May,
13470,THE JOLLY BARON,AM061,Deregistered,AUS,,Bay , Gelding,SG,"220,770",,26,Kismas Lad,Santorin,
13471,DOLL,AM059,Retired,AUS,,Bay , Gelding,SG,"78,180",,26,Hapful,Sybema,
13472,DRAGON WORLD,AM058,Retired,AUS,,Bay , Gelding,SG,"461,520",,12,Red Glove,Small Riot,
13473,EXCELLAND,AM057,Retired,AUS,,Bay , Gelding,SG,"73,160",,25,Drumfire,Vernieligh Miss,
13474,LIONS SPIRIT,AM056,Deregistered,AUS,,Bay , Gelding,SG,"166,230",,17,Salem,Jewel Stone,
13475,LONG SHINE,AM055,Retired,AUS,,Bay / Brown , Gelding,SG,"549,120",,20,Lomond,Charbon,
13476,NYON,AM054,Retired,AUS,,Bay , Gelding,SG,"802,580",,73,Bold Explorer,Chaos,
13477,PLENTY PROFIT,AM053,Deregistered,AUS,,Chestnut , Gelding,SG,0,,0,Prince Bright,Tivoli Garden,
13478,BRIGHT MOON,AM052,Retired,AUS,,Chestnut , Gelding,SG,"201,380",,54,Bayarin,Holbrook Lady,
13479,TOPSAIL,AM051,Retired,AUS,,Bay , Gelding,SG,"502,130",,22,Loaded,Mistress Rush,
13480,TABAC,AM050,Retired,AUS,,Bay , Gelding,SG,"199,880",,15,Raymali,Lynabel,
13481,GRINGO,AM049,Retired,AUS,,Bay , Gelding,SG,"683,440",,76,Convanmore,Bye & Large,
13482,AMAZING GRACE,AM048,Retired,AUS,,Bay / Brown , Gelding,SG,0,,19,Gay Gauntlet,Fast Belle,
13483,SILVER PEAK,AM047,Deregistered,AUS,,Bay , Gelding,SG,"429,820",,22,Alderney,Obelia,
13484,AQUARIUS,AM046,Retired,AUS,,Chestnut , Gelding,SG,"82,200",,28,The Elk,Marron,
13485,COLONIST,AM045,Retired,AUS,,Bay , Gelding,SG,"74,550",,11,Agena,Crystal Steel,
13486,LAISEE,AM044,Retired,AUS,,Bay , Gelding,SG,"55,570",,0,Gay Colour,Elusive Dream,
13487,ABBA,AM043,Retired,AUS,,Bay / Brown , Gelding,SG,"97,020",,33,Sky Peal,Miss Riggars,
13488,MINI SUCCESS,AM042,Retired,AUS,,Bay , Gelding,SG,"857,430",,34,Fields Of Eton,Constant Wish,
13489,WILFUL BRAVE,AM041,Deregistered,AUS,,Chestnut , Gelding,SG,"279,830",,0,Lowland Prince,Lowland Sky,
13490,SEMPER GLORIA,AM040,Retired,AUS,,Bay , Gelding,SG,"282,480",,45,Lower Road,Star Of Stag,
13491,HEREWARD THE WAKE,AM039,Retired,AUS,,Chestnut , Gelding,SG,"159,310",,20,Lowland Prince,Lowland Star,
13492,MOUNT FUJI,AM038,Deregistered,AUS,,Bay , Gelding,SG,"335,980",,28,Chasmat,Celestial City,
13493,MCBEARD,AM037,Retired,AUS,,Bay , Gelding,SG,0,,43,Percussion,Denita Girl,
13494,GOOD SPORT,AM036,Retired,AUS,,Bay / Brown , Gelding,SG,"545,270",,49,Percussion,Bang,
13495,VITESSE,AM035,Retired,AUS,,Bay / Brown , Gelding,SG,"113,640",,0,Latin Great,Bachelor Queen,
13496,FINE FELLA,AM034,Retired,AUS,,Chestnut , Gelding,SG,"233,090",,27,Restriction,Belvicci,
13497,SENSATION,AM033,Deregistered,AUS,,Chestnut , Gelding,SG,"371,230",Mr & Mrs Hui Sai Fun,55,Outback,Little Flower,
13498,THUNDER BOLT,AM032,Deregistered,AUS,,Chestnut , Gelding,SG,0,,44,Outback,Gipsy Island,
13499,PROFIT FOR ALL,AM031,Retired,AUS,,Bay , Gelding,SG,"145,140",,0,Tall Dream,Pinky Pan,
13500,LARK,AM030,Retired,AUS,,Chestnut , Gelding,SG,"615,790",,,Hametus,The Shrimp,
13501,LUCK SURE,AM029,Retired,AUS,,Chestnut , Gelding,SG,"226,200",,7,Sweet Moss,Naulithia,
13502,SHINING GLORY,AM028,Retired,AUS,,Brown , Gelding,SG,"708,595",,28,Bay Cobbler,Vixy,
13503,FALCON,AM027,Retired,AUS,,Bay / Brown , Gelding,SG,0,,12,Gay Colour,Lady's Privilege,
13504,NAVSAT,AM025,Retired,AUS,,Chestnut , Gelding,SG,"110,150",,11,My Kingdom,Villa Maria,
13505,CHEONG FAT,AM022,Retired,AUS,,Chestnut , Gelding,SG,"218,970",,0,Court Sentence,Lisa Blue,
13506,DASHING,AM021,Deregistered,AUS,,Chestnut , Gelding,SG,0,,0,Richmond,Silver Doll,
13507,DOUBLE UP,AM020,Retired,AUS,,Chestnut , Gelding,SG,"358,340",,28,Private Side,Rabanda,
13508,SURE MOUNT,AM019,Deregistered,AUS,,Brown , Gelding,SG,"186,300",,12,Aureo,Bright Message,
13509,LE CHEVAL,AM018,Deregistered,AUS,,Bay , Gelding,SG,0,,60,Soroco,Subscription,
13510,THE GENERAL,AM017,Retired,AUS,,Chestnut , Gelding,SG,"275,100",,98,Court Bentence,Eulimene,
13511,ONE-FOR-ONE,AM016,Retired,AUS,,Bay , Gelding,SG,"931,280",,62,Datus,Vivatelle,
13512,SOFTEN TUNE,AM015,Deregistered,AUS,,Bay / Brown , Gelding,SG,"298,000",,0,Gai Smoke,Tesika,
13513,TIGI,AM013,Retired,AUS,,Bay , Gelding,SG,"86,730",,51,Fair Summer,Dignity Belle,
13514,AMBUSH,AM012,Retired,AUS,,Brown , Gelding,SG,"467,220",,20,Gay Colour,Happy Feet,
13515,LIGHTNING,AM011,Deregistered,AUS,,Bay , Gelding,SG,"85,330",,12,Young Saladin,Gay Tanunda,
13516,HARBOUR CROSSING,AM010,Deregistered,AUS,,Bay / Brown , Gelding,SG,"162,140",,32,Robber Prince,High Belle,
13517,DASH FORWARD,AM009,Retired,AUS,,Bay , Gelding,SG,"155,460",,48,Stanley Sterling,Spark Of Opal,
13518,PLUS EIGHT,AM008,Retired,AUS,,Chestnut , Gelding,SG,0,D H & S Club Syndicate BA0187,0,Stanley Sterling,Telebrae,
13519,HAPPY VENTURE,AM007,Retired,AUS,,Bay , Gelding,SG,"818,430",,47,Forearmed,Donliffe,
13520,CROWN KING,AM006,Retired,AUS,,Bay , Gelding,SG,"200,080",,82,Selhurst,Silent Lady,
13521,SILVER DRAGON,AM005,Retired,AUS,,Chestnut , Gelding,SG,"224,840",,9,Biarritz,Azure Gem,
13522,SILVER BILOXI,AM004,Retired,AUS,,Grey , Gelding,SG,"425,480",,34,Above Water,Shahgrey,
13523,WIGGLE,AM002,Deregistered,AUS,,Chestnut , Gelding,SG,"397,570",,41,Chasmat,Onyx,
13524,NIRVANA,AM001,Retired,AUS,,Bay / Brown , Gelding,SG,"678,900",,51,Make Haste,Honey Rego,
13525,EXCELSUS,AL182,Retired,AUS,,Chestnut , Gelding,SG,"8,760",,51,Triton,Chateaupavia,
13526,WIN AGAIN,AL181,Retired,AUS,,Chestnut , Gelding,SG,"37,760",,60,Albert Hall,Colonial Court,
13527,ELECTRONIC WORLD,AL180,Retired,AUS,,Bay , Gelding,SG,"417,520",,52,Classic Mission,Holly Go Lightly,
13528,MANX ROCKET,AL179,Retired,AUS,,Bay / Brown , Gelding,SG,"8,400",,84,Royal Rocket,Warm,
13529,SILVER LINING,AL178,Retired,AUS,,Grey , Gelding,SG,"768,700",Sanford Yung,0,Town Crier,Dinah Moon,
13530,DIG LOW,AL177,Deregistered,AUS,,Brown , Gelding,SG,"54,670",,103,Rajah Sahib,Cherie Royale,
13531,OBSERVATORY,AL176,Retired,AUS,,Bay , Gelding,SG,"429,640",,42,Village Square,Sky Nymph,
13532,LUCKY LOY,AL175,Retired,AUS,,Bay / Brown , Gelding,SG,"54,480",,46,Principe,Oregano,
13533,LITTLE BIG MAN,AL173,Retired,AUS,,Chestnut , Gelding,SG,"403,480",,34,Romantic,Diamond Cluster,
13534,CROWN JUBILEE,AL171,Retired,AUS,,Chestnut , Gelding,SG,"150,740",,70,Battle Waggon,Ruelle,
13535,TIDAL WAVE,AL170,Retired,AUS,,Bay , Gelding,SG,"317,360",,46,Sky Diver,Aprilia,
13536,TORONTO,AL169,Deregistered,AUS,,Bay , Gelding,SG,"45,920",,106,Grand Chaudiere,Smoke Dew,
13537,GWYNT,AL168,Retired,AUS,,Chestnut , Gelding,SG,"169,420",,73,Pharonic,Smokey Nymph,
13538,TARLAC,AL167,Deregistered,AUS,,Chestnut , Gelding,SG,"26,110",,86,Livingood,Courteous,
13539,SCARLET CAMELLIA,AL166,Retired,AUS,,Chestnut , Gelding,SG,"664,050",,73,Vain,Roses,
13540,ARION,AL164,Retired,AUS,,Chestnut , Gelding,SG,"151,500",,80,Power Hose,Bulleen,
13541,GAVROCHE,AL163,Retired,AUS,,Bay , Gelding,SG,"310,950",,78,Grand Chaudiere,Eye Apreal,
13542,MAN OF HONOUR,AL162,Retired,AUS,,Brown , Gelding,SG,"87,100",,81,Sovereign Edition,Honey Belle,
13543,MOUNT OPENING,AL161,Retired,AUS,,Bay , Gelding,SG,"179,960",,61,Bahroona,Even So,
13544,SILVER FOX,AL160,Retired,AUS,,Bay , Gelding,SG,0,,80,Cindy's Son,Regal Sue,
13545,BEAUTIFUL KID,AL159,Retired,AUS,,Bay , Mare,SG,"299,600",,42,Abridge Member,Justify,
13546,OASIS,AL157,Retired,AUS,,Chestnut , Gelding,SG,"64,000",,63,Classic Mission,Tartouffe,
13547,TITUS,AL156,Retired,AUS,,Bay , Gelding,SG,"74,720",,50,Mariner,Silver Solder,
13548,STARAIR,AL155,Retired,GB,,Bay , Mare,SG,"3,840",,27,Silly Season,True Delirium,
13549,PERSIAN BOY,AL152,Deregistered,GB,,Bay , Gelding,SG,"340,330",,27,Tower Walk,Medium Rare,
13550,REGAL WAY,AL151,Retired,GB,,Chestnut , Gelding,SG,"140,840",,16,King's Company,Fiery Riband,
13551,STARSKI,AL150,Retired,GB,,Bay , Gelding,SG,"7,680",,43,Decoy Boy,Lucky Pigeon,
13552,JOLLY GOOD TIMING,AL149,Retired,GB,,Bay , Gelding,SG,0,,61,Prince Tenderfoot,Winter Rose,
13553,DOUBLE WISH,AL148,Deregistered,GB,,Bay , Gelding,SG,"254,490",,37,Double Jump,Zoomie,
13554,SOLONO,AL147,Retired,GB,,Chestnut , Gelding,SG,0,,75,Major Portion,Once For All,
13555,FREE MOUNT,AL146,Retired,GB,,Brown , Mare,SG,"94,320",,0,Hardicanute,Lucky Air,
13556,DIVINE PENNY,AL145,Retired,GB,,Chestnut , Mare,SG,"104,000",,82,Divine Gift,Bronze Alloy,
13557,WORLD RECORD,AL142,Deregistered,GB,,Bay , Gelding,SG,"406,330",,48,One For All,Atwitter,
13558,ROYAL AUTHORITY,AL141,Deregistered,GB,,Bay , Gelding,SG,"374,825",,36,Prince Regent,Golden Windlas,
13559,ALLEGRO,AL139,Retired,GB,,Bay , Gelding,SG,"80,960",,75,Polyfoto,Nicaria,
13560,PLENTIFUL,AL137,Retired,GB,,Bay , Gelding,SG,"65,800",,91,Hul A Hul,Allegria,
13561,MERGER,AL135,Retired,GB,,Bay , Gelding,SG,"193,740",,67,Lear Jet,Forest Row,
13562,LUCKY,AL134,Retired,GB,,Bay , Gelding,SG,"9,240",,96,Tribal Chief,Poppy Day,
13563,LINGFIELD,AL133,Retired,GB,,Chestnut , Gelding,SG,"370,060",,53,On Your Mark,Nell Gwynn,
13564,ADMIRAL KANARIS,AL132,Retired,GB,,Bay , Gelding,SG,0,,83,Great Nephew,Sardinia,
13565,ZAMBER BOY,AL131,Retired,GB,,Chestnut , Gelding,SG,"532,230",,49,Weepers Boy,Pinzamber,
13566,SUMMER STORY,AL130,Deregistered,GB,,Chestnut , Gelding,SG,"29,440",,56,Midsummer Night II,Dick's Yarn,
13567,CHARLIE'S ANGEL,AL129,Retired,GB,,Bay , Gelding,SG,"86,800",,92,Realm,Terina,
13568,REGULUS,AL127,Retired,GB,,Bay , Gelding,SG,"16,100",,73,Mummy's Pet,Silkwood,
13569,VERSATILITY,AL126,Retired,GB,,Brown , Gelding,SG,"16,100",,94,Sahib,Lamplight,
13570,CHEERFUL,AL125,Retired,GB,,Bay , Gelding,SG,"356,750",,29,Mansingh,Dawn Songster,
13571,GALLOWAY KNIGHT,AL124,Retired,GB,,Bay , Gelding,SG,"617,470",,64,Fischio,Raesgirl,
13572,INVINCIBLE,AL123,Retired,GB,,Brown , Gelding,SG,"265,740",,14,Mummy's Pet,Goodytwoshoes,
13573,GERONIMO,AL122,Deregistered,GB,,Brown , Gelding,SG,"74,880",,7,Mandamus,Star Abbess,
13574,FAIR STRANGER,AL119,Retired,GB,,Chestnut , Gelding,SG,"70,500",,67,Mountain Call,Pearl Harbour,
13575,WHITSUN,AL117,Retired,GB,,Chestnut , Gelding,SG,"86,510",,41,Divine Gift,Godetia,
13576,DA VINCI,AL115,Retired,GB,,Bay , Gelding,SG,"270,980",,85,Divine Gift,The Shakings,
13577,MARKSMAN,AL114,Retired,GB,,Bay , Gelding,SG,"743,260",,91,Porto Bello,Bruscar,
13578,WINNING PHILIPPE,AL112,Retired,GB,,Chestnut , Gelding,SG,"333,545",,36,Jukebox,Autella,
13579,JACK-O'-LANTERN,AL111,Retired,GB,,Brown , Gelding,SG,"86,450",,71,Mansingh,High Ransom,
13580,FILLALINE,AL110,Retired,GB,,Bay , Gelding,SG,"543,850",,65,High Line,Filliform,
13581,FLYING PHOENIX,AL109,Retired,GB,,Chestnut , Gelding,SG,"430,690",,38,Abwah,Erica,
13582,COVENANTER,AL108,Retired,GB,,Chestnut , Gelding,SG,"8,040",,47,Scottish Rifle,Parez,
13583,VILLAGE BARD,AL106,Retired,IRE,,Bay , Gelding,SG,"299,815",,47,Balidar,Itoldyouso,
13584,STEELMASTER,AL104,Deregistered,IRE,,gb , Gelding,SG,"82,410",,54,Pal's Passage,Staunton Harold,
13585,LUCKY FLOWER,AL102,Retired,IRE,,Brown , Gelding,SG,"357,970",,4,Boreen,Rose Militia,
13586,FOREVER VICTORY,AL101,Retired,IRE,,Brown , Mare,SG,0,,62,Pontifex,Lay Lady Lay,
13587,SHALIMAR,AL100,Retired,IRE,,Chestnut , Mare,SG,0,,46,Status Seeker,Airhostage,
13588,KEEP IT UP,AL099,Retired,IRE,,Bay , Gelding,SG,0,,0,Continuation,Lottie's Charm,
13589,COME FIRST,AL098,Retired,IRE,,Chestnut , Gelding,SG,"80,240",,44,George Spelvin,Perpelia,
13590,ALL HAPPY,AL097,Retired,IRE,,Bay , Gelding,SG,0,,24,Tudor Music,Happy Evening,
13591,GOLDEN CHANCE,AL095,Retired,IRE,,Bay , Gelding,SG,"94,800",,63,Don,The Veil,
13592,GOSHAWK,AL094,Deregistered,IRE,,Bay , Gelding,SG,"214,350",,43,Status Seeker,Chaduaille,
13593,EVER WIN,AL092,Retired,IRE,,Chestnut , Gelding,SG,"67,760",,94,Personality,Honey Lake,
13594,MARTINI,AL091,Deregistered,IRE,,Brown , Gelding,SG,"117,220",,46,Meadow Mint,Wanita,
13595,GLORY,AL090,Retired,IRE,,Chestnut , Gelding,SG,"261,460",,70,Sovereign Gleam,Nyn,
13596,HAZEL TREE,AL089,Retired,IRE,,Chestnut , Gelding,SG,"86,180",,64,Roi Soleil,Stately Lady,
13597,TOP GAIN,AL088,Retired,IRE,,Chestnut , Gelding,SG,"143,180",,114,Filiberto,Cocarde Ii,
13598,HIGH SPEED,AL087,Retired,IRE,,Grey , Gelding,SG,"510,460",,75,Pal's Passage,Bermudiana,
13599,GOLD STAR,AL086,Retired,IRE,,Bay , Mare,SG,"53,710",,20,Northfields,Only Fooling,
13600,KANE KACHI,AL085,Deregistered,IRE,,Bay , Gelding,SG,"250,910",,38,Welsh Saint,Diamonds Galore,
13601,PROGRESSION,AL084,Retired,IRE,,Chestnut , Gelding,SG,"14,720",,64,Ballyciptic,Precision Time,
13602,CRACKERJACK,AL081,Retired,AUS,,br/bl , Gelding,SG,"7,080",,28,Sweet Moss,Kiwi Maid,
13603,PETE'S EARNINGS,AL080,Deregistered,AUS,,Brown , Gelding,SG,"229,470",,79,Honey Line,Shocked,
13604,RACING DEMON,AL079,Retired,AUS,,Grey , Gelding,SG,"106,990",,0,Silver Strike,Damala,
13605,GRAND CHOICE,AL076,Deregistered,NZ,,Brown , Gelding,SG,"268,310",,0,Celtic Park,Cresoto,
13606,AMBER STAR,AL071,Retired,NZ,,Bay , Gelding,SG,"400,600",,27,Lord Sasanof,Foreamber,
13607,DAVIS SEA,AL070,Retired,AUS,,Bay , Gelding,SG,"13,570",,39,Raynall,Gipsy Crown,
13608,SILVER JUBILEE,AL067,Deregistered,AUS,,Bay , Gelding,SG,"223,970",,30,Aureo,Smooth Career,
13609,SMOKY,AL066,Deregistered,AUS,,Chestnut , Gelding,SG,"81,210",,19,Spoiled Lad,Siduri,
13610,EL CID,AL065,Retired,NZ,,Bay , Gelding,SG,"133,920",,39,Aritzo,High Breeze,
13611,BIG SALOON,AL064,Deregistered,NZ,,Bay / Brown , Gelding,SG,"181,690",,86,Trophy Case,Fabrica,
13612,SILVER SEASON,AL063,Deregistered,NZ,,Brown , Gelding,SG,"297,380",,0,Silver Fish II,Penelope June,
13613,ALWAYS KING,AL062,Retired,AUS,,Chestnut , Gelding,SG,"101,000",,0,Stanley Sterling,Swirl,
13614,TWILIGHT,AL061,Retired,AUS,,Bay , Gelding,SG,"193,290",,30,Silkie Sovereign,Birri Lover,
13615,WIN MORE,AL058,Retired,AUS,,Bay , Gelding,SG,"263,090",,0,The Catcher,Princess Davina,
13616,MAZEL,AL057,Retired,AUS,,Chestnut , Mare,SG,"135,185",,0,Mt. Denby,Final Sweep,
13617,BINGO,AL056,Retired,AUS,,Chestnut , Mare,SG,"245,400",,23,Mt Denby,Aqua Domis,
13618,MINI COMPUTER,AL055,Deregistered,AUS,,Bay , Gelding,SG,"92,630",,18,Tourmaline,Shavalla,
13619,FINEST HOUR,AL053,Retired,AUS,,Chestnut , Gelding,SG,"105,770",,0,Sostenuto,Yakkah Valley,
13620,WORLD SELECT,AL052,Retired,AUS,,Bay , Gelding,SG,0,,16,Speed Of Sound,Star Tiki,
13621,ROBIN HOOD,AL051,Retired,AUS,,Bay , Gelding,SG,"3,540",,8,Slippery,Cheeky Sue,
13622,MONA LISA,AL050,Retired,AUS,,Brown , Mare,SG,0,,0,King Bogan,Polonaise,
13623,GOLDEN KEY,AL047,Deregistered,AUS,,Chestnut , Gelding,SG,"242,230",,25,Star Dante,Helen Susan,
13624,TRY ME,AL046,Retired,AUS,,Chestnut , Gelding,SG,"298,660",,18,Jungle Boy,Claredennis,
